Collection_Code,Formula,Prototype,composition,composition_oxid,max_ionic_char,avg_ionic_char,min_Number,max_Number,range_Number,mean_Number,avg_dev_Number,mode_Number,min_MendeleevNumber,max_MendeleevNumber,range_MendeleevNumber,mean_MendeleevNumber,avg_dev_MendeleevNumber,mode_MendeleevNumber,min_AtomicWeight,max_AtomicWeight,range_AtomicWeight,mean_AtomicWeight,avg_dev_AtomicWeight,mode_AtomicWeight,min_MeltingT,max_MeltingT,range_MeltingT,mean_MeltingT,avg_dev_MeltingT,mode_MeltingT,min_Column,max_Column,range_Column,mean_Column,avg_dev_Column,mode_Column,min_Row,max_Row,range_Row,mean_Row,avg_dev_Row,mode_Row,min_CovalentRadius,max_CovalentRadius,range_CovalentRadius,mean_CovalentRadius,avg_dev_CovalentRadius,mode_CovalentRadius,min_Electronegativity,max_Electronegativity,range_Electronegativity,mean_Electronegativity,avg_dev_Electronegativity,mode_Electronegativity,min_NsValence,max_NsValence,range_NsValence,mean_NsValence,avg_dev_NsValence,mode_NsValence,min_NpValence,max_NpValence,range_NpValence,mean_NpValence,avg_dev_NpValence,mode_NpValence,min_NdValence,max_NdValence,range_NdValence,mean_NdValence,avg_dev_NdValence,mode_NdValence,min_NfValence,max_NfValence,range_NfValence,mean_NfValence,avg_dev_NfValence,mode_NfValence,min_NValence,max_NValence,range_NValence,mean_NValence,avg_dev_NValence,mode_NValence,min_NsUnfilled,max_NsUnfilled,range_NsUnfilled,mean_NsUnfilled,avg_dev_NsUnfilled,mode_NsUnfilled,min_NpUnfilled,max_NpUnfilled,range_NpUnfilled,mean_NpUnfilled,avg_dev_NpUnfilled,mode_NpUnfilled,min_NdUnfilled,max_NdUnfilled,range_NdUnfilled,mean_NdUnfilled,avg_dev_NdUnfilled,mode_NdUnfilled,min_NfUnfilled,max_NfUnfilled,range_NfUnfilled,mean_NfUnfilled,avg_dev_NfUnfilled,mode_NfUnfilled,min_NUnfilled,max_NUnfilled,range_NUnfilled,mean_NUnfilled,avg_dev_NUnfilled,mode_NUnfilled,min_GSvolume_pa,max_GSvolume_pa,range_GSvolume_pa,mean_GSvolume_pa,avg_dev_GSvolume_pa,mode_GSvolume_pa,min_GSbandgap,max_GSbandgap,range_GSbandgap,mean_GSbandgap,avg_dev_GSbandgap,mode_GSbandgap,min_GSmagmom,max_GSmagmom,range_GSmagmom,mean_GSmagmom,avg_dev_GSmagmom,mode_GSmagmom,avg_anion_electron_affinity,band_center,chg_dispro,e1_symbol,e1_avg_oxi,e2_symbol,e2_avg_oxi,e1_composition,e1_Number,e1_MendeleevNumber,e1_AtomicWeight,e1_MeltingT,e1_Column,e1_Row,e1_CovalentRadius,e1_Electronegativity,e1_NsValence,e1_NpValence,e1_NdValence,e1_NfValence,e1_NValence,e1_NsUnfilled,e1_NpUnfilled,e1_NdUnfilled,e1_NfUnfilled,e1_NUnfilled,e1_GSvolume_pa,e1_GSbandgap,e1_GSmagmom,e2_composition,e2_Number,e2_MendeleevNumber,e2_AtomicWeight,e2_MeltingT,e2_Column,e2_Row,e2_CovalentRadius,e2_Electronegativity,e2_NsValence,e2_NpValence,e2_NdValence,e2_NfValence,e2_NValence,e2_NsUnfilled,e2_NpUnfilled,e2_NdUnfilled,e2_NfUnfilled,e2_NUnfilled,e2_GSvolume_pa,e2_GSbandgap,e2_GSmagmom
68737,MnF2,Rutile#TiO2,Mn1 F2,Mn2+1 F-2,0.7715013553099405,0.1714447456244312,9.0,25.0,16.0,14.333333333333334,7.111111111111112,9.0,52.0,93.0,41.0,79.33333333333333,18.222222222222225,93.0,18.9984032,54.938045,35.939641800000004,30.9782838,15.973174133333336,18.9984032,53.5,1519.0,1465.5,542.0,651.3333333333334,53.5,7.0,17.0,10.0,13.666666666666666,4.444444444444445,17.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,57.0,139.0,82.0,84.33333333333333,36.44444444444444,57.0,1.55,3.98,2.4299999999999997,3.17,1.08,3.98,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.3333333333333335,2.222222222222222,5.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.3333333333333335,1.777777777777778,1.0,9.7075,10.4875862069,0.7800862069000001,9.967528735633332,0.34670498084444407,9.7075,0.0,1.97,1.97,1.3133333333333332,0.8755555555555556,1.97,0.0,0.000310120689655,0.000310120689655,0.00010337356321833333,0.00013783141762444443,0.0,-328000.0,7.386175303508567,False,Mn,2.0,F,-1.0,Mn1,25.0,52.0,54.938045,1519.0,7.0,4.0,139.0,1.55,2.0,0.0,5.0,0.0,7.0,0.0,0.0,5.0,0.0,5.0,10.4875862069,0.0,0.000310120689655,F1,9.0,93.0,18.9984032,53.5,17.0,2.0,57.0,3.98,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,9.7075,1.97,0.0
31642,CeSi2,ThSi2,Ce1 Si2,Ce0+1 Si0+2,0.14109761379215235,0.03135502528714497,14.0,58.0,44.0,28.666666666666668,19.555555555555557,14.0,15.0,78.0,63.0,57.0,28.0,78.0,28.0855,140.116,112.03050000000002,65.429,49.79133333333334,28.0855,1071.0,1687.0,616.0,1481.6666666666667,273.77777777777777,1687.0,3.0,14.0,11.0,10.333333333333334,4.888888888888888,14.0,3.0,6.0,3.0,4.0,1.3333333333333333,3.0,111.0,204.0,93.0,142.0,41.333333333333336,111.0,1.12,1.9,0.7799999999999998,1.64,0.3466666666666666,1.9,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,9.0,9.0,3.0,4.0,0.0,0.0,13.0,13.0,4.333333333333333,5.777777777777779,0.0,4.0,22.0,18.0,10.0,8.0,4.0,20.44,37.24,16.8,26.040000000000003,7.466666666666668,20.44,0.0,0.773,0.773,0.5153333333333333,0.3435555555555556,0.773,0.0,0.0,0.0,0.0,0.0,0.0,,4.0988258430242634,False,Ce,0.0,Si,0.0,Ce1,58.0,15.0,140.116,1071.0,3.0,6.0,204.0,1.12,2.0,0.0,1.0,1.0,4.0,0.0,0.0,9.0,13.0,22.0,37.24,0.0,0.0,Si1,14.0,78.0,28.0855,1687.0,14.0,3.0,111.0,1.9,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,20.44,0.773,0.0
27020,CeSe2,CeSe2,Ce1 Se2,Ce4+1 Se2-2,0.4002395778963621,0.0889421284214138,34.0,58.0,24.0,42.0,10.666666666666666,34.0,15.0,89.0,74.0,64.33333333333333,32.88888888888889,89.0,78.96,140.116,61.15600000000002,99.34533333333333,27.18044444444445,78.96,494.0,1071.0,577.0,686.3333333333334,256.44444444444446,494.0,3.0,16.0,13.0,11.666666666666666,5.777777777777779,16.0,4.0,6.0,2.0,4.666666666666667,0.888888888888889,4.0,120.0,204.0,84.0,148.0,37.333333333333336,120.0,1.12,2.55,1.4299999999999997,2.0733333333333333,0.6355555555555554,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,1.0,10.0,9.0,7.0,4.0,10.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,4.0,16.0,12.0,12.0,5.333333333333333,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,9.0,9.0,3.0,4.0,0.0,0.0,13.0,13.0,4.333333333333333,5.777777777777779,0.0,2.0,22.0,20.0,8.666666666666666,8.888888888888888,2.0,25.92,37.24,11.32,29.69333333333334,5.031111111111112,25.92,0.0,0.799,0.799,0.5326666666666667,0.3551111111111111,0.799,0.0,0.0,0.0,0.0,0.0,0.0,-390000.0,4.717243914382248,False,Ce,4.0,Se,-2.0,Ce1,58.0,15.0,140.116,1071.0,3.0,6.0,204.0,1.12,2.0,0.0,1.0,1.0,4.0,0.0,0.0,9.0,13.0,22.0,37.24,0.0,0.0,Se1,34.0,89.0,78.96,494.0,16.0,4.0,120.0,2.55,2.0,4.0,10.0,0.0,16.0,0.0,2.0,0.0,0.0,2.0,25.92,0.799,0.0
423244,YbSi2,ThSi2,Yb1 Si2,Yb0+1 Si0+2,0.14785621103378854,0.03285693578528634,14.0,70.0,56.0,32.666666666666664,24.888888888888886,14.0,39.0,78.0,39.0,65.0,17.333333333333332,78.0,28.0855,173.054,144.9685,76.40833333333333,64.43044444444445,28.0855,1092.0,1687.0,595.0,1488.6666666666667,264.4444444444444,1687.0,3.0,14.0,11.0,10.333333333333334,4.888888888888888,14.0,3.0,6.0,3.0,4.0,1.3333333333333333,3.0,111.0,187.0,76.0,136.33333333333334,33.77777777777778,111.0,1.26,1.9,0.6399999999999999,1.6866666666666665,0.28444444444444444,1.9,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,4.0,16.0,12.0,8.0,5.333333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,20.44,34.12,13.679999999999996,25.0,6.079999999999998,20.44,0.0,0.773,0.773,0.5153333333333333,0.3435555555555556,0.773,0.0,0.0,0.0,0.0,0.0,0.0,,4.254179136582105,False,Yb,0.0,Si,0.0,Yb1,70.0,39.0,173.054,1092.0,3.0,6.0,187.0,1.26,2.0,0.0,0.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,34.12,0.0,0.0,Si1,14.0,78.0,28.0855,1687.0,14.0,3.0,111.0,1.9,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,20.44,0.773,0.0
56815,SmF2,SmF2,Sm1 F2,Sm2+1 F-2,0.8611033295011811,0.1913562954447069,9.0,62.0,53.0,26.666666666666668,23.555555555555554,9.0,23.0,93.0,70.0,69.66666666666667,31.11111111111111,93.0,18.9984032,150.36,131.36159680000003,62.785602133333335,58.38293191111112,18.9984032,53.5,1345.0,1291.5,484.0,574.0,53.5,3.0,17.0,14.0,12.333333333333334,6.222222222222221,17.0,2.0,6.0,4.0,3.3333333333333335,1.777777777777778,2.0,57.0,198.0,141.0,104.0,62.666666666666664,57.0,1.17,3.98,2.81,3.043333333333333,1.248888888888889,3.98,2.0,2.0,0.0,2.0,0.0,2.0,0.0,5.0,5.0,3.3333333333333335,2.222222222222222,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,2.6666666666666665,0.0,7.0,8.0,1.0,7.333333333333333,0.44444444444444436,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.6666666666666665,3.555555555555556,0.0,1.0,8.0,7.0,3.3333333333333335,3.1111111111111107,1.0,9.7075,33.23,23.522499999999997,17.548333333333332,10.454444444444443,9.7075,0.0,1.97,1.97,1.3133333333333332,0.8755555555555556,1.97,0.0,0.0,0.0,0.0,0.0,0.0,-328000.0,6.938037140373371,False,Sm,2.0,F,-1.0,Sm1,62.0,23.0,150.36,1345.0,3.0,6.0,198.0,1.17,2.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,8.0,8.0,33.23,0.0,0.0,F1,9.0,93.0,18.9984032,53.5,17.0,2.0,57.0,3.98,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,9.7075,1.97,0.0
36139,KC2,NaHC2,K1 C2,K+1 C3+1 C4-1,0.5267942520624656,0.05853269467360728,6.0,19.0,13.0,10.333333333333334,5.777777777777779,6.0,3.0,77.0,74.0,52.333333333333336,32.888888888888886,77.0,12.0107,39.0983,27.087600000000002,21.0399,12.038933333333333,12.0107,336.53,3823.0,3486.4700000000003,2660.8433333333332,1549.5422222222223,3823.0,1.0,14.0,13.0,9.666666666666666,5.777777777777779,14.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,76.0,203.0,127.0,118.33333333333333,56.444444444444436,76.0,0.82,2.55,1.73,1.9733333333333334,0.7688888888888887,2.55,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0,1.3333333333333333,4.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0,1.3333333333333333,4.0,5.64,73.1066666667,67.4666666667,28.128888888899997,29.9851851852,5.64,0.0,4.496,4.496,2.9973333333333336,1.9982222222222223,4.496,0.0,0.0,0.0,0.0,0.0,0.0,-615600.0,4.642388616334404,True,K,1.0,C,-0.5,K1,19.0,3.0,39.0983,336.53,1.0,4.0,203.0,0.82,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,73.1066666667,0.0,0.0,C1,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,5.64,4.496,0.0
643508,Mn2Sb,Cu2Sb,Mn2 Sb1,Mn0+2 Sb0+1,0.06058693718652419,0.013463763819227597,25.0,51.0,26.0,33.666666666666664,11.555555555555555,25.0,52.0,85.0,33.0,63.0,14.666666666666666,52.0,54.938045,121.76,66.821955,77.21203000000001,29.698646666666672,54.938045,903.78,1519.0,615.22,1313.9266666666665,273.4311111111112,1519.0,7.0,15.0,8.0,9.666666666666666,3.5555555555555554,7.0,4.0,5.0,1.0,4.333333333333333,0.44444444444444436,4.0,139.0,139.0,0.0,139.0,0.0,139.0,1.55,2.05,0.4999999999999998,1.7166666666666668,0.22222222222222218,1.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,5.0,10.0,5.0,6.666666666666667,2.2222222222222223,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,8.0,9.666666666666666,3.5555555555555554,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,5.0,5.0,3.3333333333333335,2.222222222222222,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.333333333333333,0.888888888888889,5.0,10.4875862069,31.56,21.072413793099997,17.51172413793333,9.365517241377777,10.4875862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,0.00020674712643666666,0.00013783141762444443,0.000310120689655,,4.0639094570575205,False,Sb,0.0,Mn,0.0,Sb1,51.0,85.0,121.76,903.78,15.0,5.0,139.0,2.05,2.0,3.0,10.0,0.0,15.0,0.0,3.0,0.0,0.0,3.0,31.56,0.0,0.0,Mn1,25.0,52.0,54.938045,1519.0,7.0,4.0,139.0,1.55,2.0,0.0,5.0,0.0,7.0,0.0,0.0,5.0,0.0,5.0,10.4875862069,0.0,0.000310120689655
85495,TiO2,Rutile#TiO2,Ti1 O2,Ti4+1 O2-2,0.5944454949366794,0.13209899887481763,8.0,22.0,14.0,12.666666666666666,6.222222222222221,8.0,43.0,87.0,44.0,72.33333333333333,19.555555555555557,87.0,15.9994,47.867,31.867599999999996,26.62193333333333,14.163377777777777,15.9994,54.8,1941.0,1886.2,683.5333333333333,838.3111111111111,54.8,4.0,16.0,12.0,12.0,5.333333333333333,16.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,66.0,160.0,94.0,97.33333333333333,41.77777777777778,66.0,1.54,3.44,1.9,2.8066666666666666,0.8444444444444444,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,5.333333333333333,0.888888888888889,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,8.0,8.0,2.6666666666666665,3.555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.0,2.6666666666666665,2.0,9.105,16.69,7.585000000000001,11.633333333333335,3.371111111111112,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,7.5111111111e-06,1.00148148148e-05,0.0,-282000.0,5.812100762654849,False,Ti,4.0,O,-2.0,Ti1,22.0,43.0,47.867,1941.0,4.0,4.0,160.0,1.54,2.0,0.0,2.0,0.0,4.0,0.0,0.0,8.0,0.0,8.0,16.69,0.0,2.25333333333e-05,O1,8.0,87.0,15.9994,54.8,16.0,2.0,66.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,0.0
650212,ZrRe2,Laves(2H)#MgZn2,Zr1 Re2,Zr0+1 Re0+2,0.07801377879468974,0.01733639528770883,40.0,75.0,35.0,63.333333333333336,15.555555555555555,75.0,44.0,54.0,10.0,50.666666666666664,4.4444444444444455,54.0,91.224,186.207,94.98299999999999,154.546,42.214666666666666,186.207,2128.0,3459.0,1331.0,3015.3333333333335,591.5555555555555,3459.0,4.0,7.0,3.0,6.0,1.3333333333333333,7.0,5.0,6.0,1.0,5.666666666666667,0.44444444444444436,6.0,151.0,175.0,24.0,159.0,10.666666666666666,151.0,1.33,1.9,0.5699999999999998,1.71,0.25333333333333324,1.9,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.0,1.3333333333333333,5.0,0.0,14.0,14.0,9.333333333333334,6.222222222222221,14.0,4.0,21.0,17.0,15.333333333333334,7.5555555555555545,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.0,1.3333333333333333,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,3.0,6.0,1.3333333333333333,5.0,14.655,23.195,8.540000000000001,17.501666666666665,3.7955555555555556,14.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.8456687280147857,False,Zr,0.0,Re,0.0,Zr1,40.0,44.0,91.224,2128.0,4.0,5.0,175.0,1.33,2.0,0.0,2.0,0.0,4.0,0.0,0.0,8.0,0.0,8.0,23.195,0.0,0.0,Re1,75.0,54.0,186.207,3459.0,7.0,6.0,151.0,1.9,2.0,0.0,5.0,14.0,21.0,0.0,0.0,5.0,0.0,5.0,14.655,0.0,0.0
616247,Be2Cu,Laves(cub)#MgCu2,Be2 Cu1,Be0+2 Cu0+1,0.0268577401186475,0.005968386693032777,4.0,29.0,25.0,12.333333333333334,11.111111111111109,4.0,64.0,67.0,3.0,66.0,1.3333333333333333,67.0,9.012182,63.546,54.533818,27.190121333333334,24.237252444444447,9.012182,1357.77,1560.0,202.23000000000002,1492.5900000000001,89.87999999999995,1560.0,2.0,11.0,9.0,5.0,4.0,2.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,96.0,132.0,36.0,108.0,16.0,96.0,1.57,1.9,0.32999999999999985,1.68,0.14666666666666658,1.57,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,5.0,4.0,2.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,7.89,11.07,3.1800000000000006,8.950000000000001,1.413333333333334,7.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.599260190965488,False,Cu,0.0,Be,0.0,Cu1,29.0,64.0,63.546,1357.77,11.0,4.0,132.0,1.9,1.0,0.0,10.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,11.07,0.0,0.0,Be1,4.0,67.0,9.012182,1560.0,2.0,2.0,96.0,1.57,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.89,0.0,0.0
649743,TbPt2,Laves(cub)#MgCu2,Tb1 Pt2,Tb4+1 Pt2-2,0.29397173014286027,0.06532705114285783,65.0,78.0,13.0,73.66666666666667,5.777777777777776,78.0,29.0,63.0,34.0,51.666666666666664,15.111111111111112,63.0,158.92535,195.084,36.158649999999994,183.03111666666666,16.070511111111113,195.084,1629.0,2041.4,412.4000000000001,1903.9333333333334,183.28888888888892,2041.4,3.0,10.0,7.0,7.666666666666667,3.1111111111111107,10.0,6.0,6.0,0.0,6.0,0.0,6.0,136.0,194.0,58.0,155.33333333333334,25.777777777777782,136.0,1.21,2.28,1.0699999999999998,1.9233333333333331,0.4755555555555555,2.28,1.0,2.0,1.0,1.3333333333333333,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,6.0,4.0,9.0,9.0,14.0,5.0,12.333333333333334,2.222222222222222,14.0,11.0,24.0,13.0,19.666666666666668,5.777777777777778,24.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,2.0,5.0,3.0,3.0,1.3333333333333333,2.0,15.02,31.7366666667,16.7166666667,20.59222222223333,7.429629629644444,15.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-410600.0,4.627705374966799,False,Tb,4.0,Pt,-2.0,Tb1,65.0,29.0,158.92535,1629.0,3.0,6.0,194.0,1.21,2.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,5.0,5.0,31.7366666667,0.0,0.0,Pt1,78.0,63.0,195.084,2041.4,10.0,6.0,136.0,2.28,1.0,0.0,9.0,14.0,24.0,1.0,0.0,1.0,0.0,2.0,15.02,0.0,0.0
610636,HfAs2,Co2Si,Hf1 As2,Hf4+1 As3-1 As-1,0.1760125666682969,0.01955695185203299,33.0,72.0,39.0,46.0,17.333333333333332,33.0,45.0,84.0,39.0,71.0,17.333333333333332,84.0,74.9216,178.49,103.56840000000001,109.44440000000002,46.03040000000001,74.9216,1090.0,2506.0,1416.0,1562.0,629.3333333333334,1090.0,4.0,15.0,11.0,11.333333333333334,4.888888888888888,15.0,4.0,6.0,2.0,4.666666666666667,0.888888888888889,4.0,119.0,175.0,56.0,137.66666666666666,24.888888888888886,119.0,1.3,2.18,0.8800000000000001,1.8866666666666667,0.3911111111111112,2.18,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.0,1.3333333333333333,3.0,2.0,10.0,8.0,7.333333333333333,3.555555555555556,10.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,15.0,18.0,3.0,16.0,1.3333333333333333,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.3333333333333333,3.0,0.0,8.0,8.0,2.6666666666666665,3.555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,4.666666666666667,2.2222222222222223,3.0,22.175,22.2,0.02499999999999858,22.183333333333334,0.01111111111111048,22.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-156000.0,4.583534939317654,True,Hf,4.0,As,-2.0,Hf1,72.0,45.0,178.49,2506.0,4.0,6.0,175.0,1.3,2.0,0.0,2.0,14.0,18.0,0.0,0.0,8.0,0.0,8.0,22.2,0.0,0.0,As1,33.0,84.0,74.9216,1090.0,15.0,4.0,119.0,2.18,2.0,3.0,10.0,0.0,15.0,0.0,3.0,0.0,0.0,3.0,22.175,0.0,0.0
23534,KrF2,KrF2,Kr1 F2,Kr0+1 F0+2,0.21345079778654508,0.04743351061923224,9.0,36.0,27.0,18.0,12.0,9.0,93.0,101.0,8.0,95.66666666666667,3.555555555555557,93.0,18.9984032,83.798,64.7995968,40.5982688,28.799820800000003,18.9984032,53.5,115.79,62.290000000000006,74.26333333333334,27.68444444444445,53.5,17.0,18.0,1.0,17.333333333333332,0.44444444444444403,17.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,57.0,116.0,59.0,76.66666666666667,26.222222222222225,57.0,3.0,3.98,0.98,3.6533333333333338,0.4355555555555554,3.98,2.0,2.0,0.0,2.0,0.0,2.0,5.0,6.0,1.0,5.333333333333333,0.44444444444444436,5.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0,11.0,10.666666666666666,4.888888888888888,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.4444444444444445,1.0,9.7075,36.06,26.352500000000003,18.491666666666667,11.712222222222223,9.7075,1.97,7.535,5.565,3.8249999999999997,2.473333333333333,1.97,0.0,0.0,0.0,0.0,0.0,0.0,,9.121151823138373,False,Kr,0.0,F,0.0,Kr1,36.0,101.0,83.798,115.79,18.0,4.0,116.0,3.0,2.0,6.0,10.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,36.06,7.535,0.0,F1,9.0,93.0,18.9984032,53.5,17.0,2.0,57.0,3.98,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,9.7075,1.97,0.0
