CollectionCode	HMS	StructuredFormula	StructureType	Title	Reference	FormulaUnitsPerCell	Temperature	PublicationYear	Quality	
682380	C m c m	Ti2 O		Predicting the structure and stability of titanium oxide electrides	npj Computational Materials (2018) 4,   Article ID 70 (p. 1-6)	4	293.00	2018	-1	
682399	F m -3 m	Ba F2	Fluorite#CaF2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682400	P n m a	Ba I2		Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682401	I 4/m m m	Ba O2	CaC2-I(I4/mmm)	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	2	293.00	2018	-1	
682406	I 4/m c m	Ba Te2	SrS2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682409	I b a m	Be Br2		Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682419	P n n m	Ca Cl2	CaCl2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	2	293.00	2018	-1	
682420	F m -3 m	Ca F2	Fluorite#CaF2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682421	P -3 m 1	Ca I2	CdI2(hP3)	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	1	293.00	2018	-1	
682426	R -3 m R	Cd Cl2	CdCl2(3R)	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	1	293.00	2018	-1	
682427	F m -3 m	Cd F2	Fluorite#CaF2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682440	R -3 m R	Cs2 O	CdCl2(3R)	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	1	293.00	2018	-1	
682463	P 42/m n m	Ge O2	Rutile#TiO2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	2	293.00	2018	-1	
682464	P 1 21/c 1	Ge Se2		Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	16	293.00	2018	-1	
682479	F m -3 m	K2 O	Fluorite#CaF2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682480	F m -3 m	K2 Se	Fluorite#CaF2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682481	F m -3 m	K2 S	Fluorite#CaF2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682483	F m -3 m	K2 Te	Fluorite#CaF2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682490	C m c m	Li2 In	Li2Ga	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682492	F m -3 m	Li2 O	Fluorite#CaF2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682493	P -6 2 c	Li2 Sb	Mg2Ga	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	6	293.00	2018	-1	
682494	F m -3 m	Li2 Se	Fluorite#CaF2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682495	F m -3 m	Li2 S	Fluorite#CaF2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682496	F m -3 m	Li2 Te	Fluorite#CaF2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682505	P n n m	Li O2	NaO2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	2	293.00	2018	-1	
682509	P -3 m 1	Mg Br2	CdI2(hP3)	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	1	293.00	2018	-1	
682510	R -3 m R	Mg Cl2	CdCl2(3R)	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	1	293.00	2018	-1	
682511	P 42/m n m	Mg F2		Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	2	293.00	2018	-1	
682512	P -3 m 1	Mg I2	CdI2(hP3)	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	1	293.00	2018	-1	
682520	C 2 2 21	Na2 In	Na2Tl	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	16	293.00	2018	-1	
682522	F m -3 m	Na2 O	Fluorite#CaF2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682524	F m -3 m	Na2 Se	Fluorite#CaF2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682525	F m -3 m	Na2 S	Fluorite#CaF2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682526	F m -3 m	Na2 Te	Fluorite#CaF2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682538	I -4 2 d	Na2 S4	Na2S4	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	8	293.00	2018	-1	
682540	I -4 2 d	Na2 Se4	Na2S4	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	8	293.00	2018	-1	
682558	P n m a	Pb Br2		Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682564	P -3 m 1	Pt S2	CdI2(hP3)	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	1	293.00	2018	-1	
682566	F m -3 m	Rb2 O	Fluorite#CaF2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682567	F m -3 m	Rb2 S	Fluorite#CaF2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682583	P 42/m b c	Se O2	SeO2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	8	293.00	2018	-1	
682585	P 32 2 1	Si O2	Quartz(low)#SiO2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	3	293.00	2018	-1	
682587	P n m a	Sn Br2		Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682588	P n m a	Sn Cl2		Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682589	C 1 2/c 1	Sn F2		Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	16	293.00	2018	-1	
682591	C 1 2/m 1	Sn I2		Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	2	293.00	2018	-1	
682592	P 42/m n m	Sn O2		Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	2	293.00	2018	-1	
682594	P -3 m 1	Sn Se2	CdI2(hP3)	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	1	293.00	2018	-1	
682598	P 4/n Z	Sr Br2	SrBr2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	10	293.00	2018	-1	
682599	F m -3 m	Sr Cl2	Fluorite#CaF2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682600	F m -3 m	Sr F2	Fluorite#CaF2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682610	P 41 21 2	Te O2	α−Cristobalite#SiO2	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	4	293.00	2018	-1	
682616	P -3 m 1	Ti S2	CdI2(hP3)	Efficient first-principles prediction of solid stability: Towards chemical accuracy	npj Computational Materials (2018) 4,   Article ID 9 (p. 1-6)	1	293.00	2018	-1	
682631	C m c m	Ni2 Mo		Revisiting the phase stability in Ni-X (X=Mo, Ti, In) systems using ab initio calculations	Journal of Phase Equilibria and Diffusion (2018) 39, (5) p. 584-591	4	293.00	2018	-1	
682632	I 4/m m m	Ni Ti2	CuZr2	Revisiting the phase stability in Ni-X (X=Mo, Ti, In) systems using ab initio calculations	Journal of Phase Equilibria and Diffusion (2018) 39, (5) p. 584-591	2	293.00	2018	-1	
682634	C 1 m 1	Ni2 In		Revisiting the phase stability in Ni-X (X=Mo, Ti, In) systems using ab initio calculations	Journal of Phase Equilibria and Diffusion (2018) 39, (5) p. 584-591	6	293.00	2018	-1	
682741	F d -3 m S	Ti Cr2	Laves(cub)#MgCu2	First-principles study of structural phase transition, electronic, elastic and thermodynamic properties of C15-type Laves phase TiCr$_2$ under pressure	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 531,  p. 79-84	8	293.00	2018	-1	
682756	P 62 2 2	Nb Si2	CrSi2	Ab initio study of structural, elastic, and vibrational properties of transition-metal disilicides NbSi$_2$ and TaSi$_2$ in hexagonal C40 structure	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 537,  p. 188-193	3	293.00	2018	-1	
682757	P 62 2 2	Ta Si2	CrSi2	Ab initio study of structural, elastic, and vibrational properties of transition-metal disilicides NbSi$_2$ and TaSi$_2$ in hexagonal C40 structure	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 537,  p. 188-193	3	293.00	2018	-1	
682767	P n m a	Ca2 Si	TiNiSi#MgSrSi	Structural, electronic, elastic, and thermodynamic properties of CaSi, Ca$_2$Si, and CaSi$_2$ phases from first-principles calculations	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 538,  p. 54-61	4	293.00	2018	-1	
682769	R -3 m H	Ca Si2	CaSi2(hR6)	Structural, electronic, elastic, and thermodynamic properties of CaSi, Ca$_2$Si, and CaSi$_2$ phases from first-principles calculations	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 538,  p. 54-61	6	293.00	2018	-1	
682770	F d -3 m Z	Hf Fe2	Laves(cub)#MgCu2	Electronic and magnetic properties of AFe2 (A=Zr, Hf, Lu) compounds in the cubic Laves phase	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 551,  p. 152-162	8	293.00	2018	-1	
682771	F d -3 m Z	Lu Fe2	Laves(cub)#MgCu2	Electronic and magnetic properties of AFe2 (A=Zr, Hf, Lu) compounds in the cubic Laves phase	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 551,  p. 152-162	8	293.00	2018	-1	
682772	F d -3 m Z	Zr Fe2	Laves(cub)#MgCu2	Electronic and magnetic properties of AFe2 (A=Zr, Hf, Lu) compounds in the cubic Laves phase	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 551,  p. 152-162	8	293.00	2018	-1	
682788	F m -3 m	Hf O2	Fluorite#CaF2	First principles study of structural, electronic, elastic and thermodynamic properties of cubic HfO$_2$ under pressure	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 545,  p. 55-61	4	293.00	2018	-1	
682789	F m -3 m	Hf O2	Fluorite#CaF2	First principles study of structural, electronic, elastic and thermodynamic properties of cubic HfO$_2$ under pressure	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 545,  p. 55-61	4	293.00	2018	-1	
682790	F m -3 m	Hf O2	Fluorite#CaF2	First principles study of structural, electronic, elastic and thermodynamic properties of cubic HfO$_2$ under pressure	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 545,  p. 55-61	4	293.00	2018	-1	
682791	F m -3 m	Hf O2	Fluorite#CaF2	First principles study of structural, electronic, elastic and thermodynamic properties of cubic HfO$_2$ under pressure	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 545,  p. 55-61	4	293.00	2018	-1	
682792	F m -3 m	Hf O2	Fluorite#CaF2	First principles study of structural, electronic, elastic and thermodynamic properties of cubic HfO$_2$ under pressure	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 545,  p. 55-61	4	293.00	2018	-1	
682793	F m -3 m	Hf O2	Fluorite#CaF2	First principles study of structural, electronic, elastic and thermodynamic properties of cubic HfO$_2$ under pressure	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 545,  p. 55-61	4	293.00	2018	-1	
682794	F m -3 m	Hf O2	Fluorite#CaF2	First principles study of structural, electronic, elastic and thermodynamic properties of cubic HfO$_2$ under pressure	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 545,  p. 55-61	4	293.00	2018	-1	
682804	I 4/m m m	Hf H2	ThH2	Structural, electronic, dynamic and thermodynamic properties of Zr$_{1-x}$Hf$_x$H$_2$ hydride alloys. A first-principles study based on the virtual crystal approximation	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 550,  p. 217-224	2	293.00	2018	-1	
682805	I 4/m m m	Zr0.1 Hf0.9 H2	ThH2	Structural, electronic, dynamic and thermodynamic properties of Zr$_{1-x}$Hf$_x$H$_2$ hydride alloys. A first-principles study based on the virtual crystal approximation	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 550,  p. 217-224	2	293.00	2018	-1	
682806	I 4/m m m	Zr0.2 Hf0.8 H2	ThH2	Structural, electronic, dynamic and thermodynamic properties of Zr$_{1-x}$Hf$_x$H$_2$ hydride alloys. A first-principles study based on the virtual crystal approximation	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 550,  p. 217-224	2	293.00	2018	-1	
682807	I 4/m m m	Zr0.3 Hf0.7 H2	ThH2	Structural, electronic, dynamic and thermodynamic properties of Zr$_{1-x}$Hf$_x$H$_2$ hydride alloys. A first-principles study based on the virtual crystal approximation	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 550,  p. 217-224	2	293.00	2018	-1	
682808	I 4/m m m	Zr0.4 Hf0.6 H2	ThH2	Structural, electronic, dynamic and thermodynamic properties of Zr$_{1-x}$Hf$_x$H$_2$ hydride alloys. A first-principles study based on the virtual crystal approximation	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 550,  p. 217-224	2	293.00	2018	-1	
682809	I 4/m m m	Zr0.5 Hf0.5 H2	ThH2	Structural, electronic, dynamic and thermodynamic properties of Zr$_{1-x}$Hf$_x$H$_2$ hydride alloys. A first-principles study based on the virtual crystal approximation	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 550,  p. 217-224	2	293.00	2018	-1	
682810	I 4/m m m	Zr0.6 Hf0.4 H2	ThH2	Structural, electronic, dynamic and thermodynamic properties of Zr$_{1-x}$Hf$_x$H$_2$ hydride alloys. A first-principles study based on the virtual crystal approximation	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 550,  p. 217-224	2	293.00	2018	-1	
682811	I 4/m m m	Zr0.7 Hf0.3 H2	ThH2	Structural, electronic, dynamic and thermodynamic properties of Zr$_{1-x}$Hf$_x$H$_2$ hydride alloys. A first-principles study based on the virtual crystal approximation	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 550,  p. 217-224	2	293.00	2018	-1	
682812	I 4/m m m	Zr0.8 Hf0.2 H2	ThH2	Structural, electronic, dynamic and thermodynamic properties of Zr$_{1-x}$Hf$_x$H$_2$ hydride alloys. A first-principles study based on the virtual crystal approximation	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 550,  p. 217-224	2	293.00	2018	-1	
682813	I 4/m m m	Zr0.9 Hf0.1 H2	ThH2	Structural, electronic, dynamic and thermodynamic properties of Zr$_{1-x}$Hf$_x$H$_2$ hydride alloys. A first-principles study based on the virtual crystal approximation	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 550,  p. 217-224	2	293.00	2018	-1	
682814	I 4/m m m	Zr H2	ThH2	Structural, electronic, dynamic and thermodynamic properties of Zr$_{1-x}$Hf$_x$H$_2$ hydride alloys. A first-principles study based on the virtual crystal approximation	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 550,  p. 217-224	2	293.00	2018	-1	
682815	P 6/m m m	Cr B2	AlB2	Influence of uniaxial strains on the mechanical properties of transition metal borides X$_2$B, XB and XB$_2$ (X = Cr, Mo, W)	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 550,  p. 100-111	1	293.00	2018	-1	
682816	P 6/m m m	Mo B2	AlB2	Influence of uniaxial strains on the mechanical properties of transition metal borides X$_2$B, XB and XB$_2$ (X = Cr, Mo, W)	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 550,  p. 100-111	1	293.00	2018	-1	
682817	P 6/m m m	W B2	AlB2	Influence of uniaxial strains on the mechanical properties of transition metal borides X$_2$B, XB and XB$_2$ (X = Cr, Mo, W)	Physica B: Condensed Matter (Amsterdam, Netherlands) (2018) 550,  p. 100-111	1	293.00	2018	-1	
