CollectionCode	HMS	StructuredFormula	StructureType	Title	Reference	FormulaUnitsPerCell	Temperature	PublicationYear	Quality	
672456	I m m a	Li2 Zn	CeCu2	Globally stable structures of LixZn (x = 1-4) compounds at high pressures	Physical Chemistry Chemical Physics (2016) 18, (6) p. 4437-4443	4	293.00	2016	-1	
672466	F m -3 m	U O2	Fluorite#CaF2	Spectroscopic Raman characterization of rutherfordine: a combined DFT and experimental study	Physical Chemistry Chemical Physics (2016) 18, (24) p. 16575-16584	4	293.00	2016	-1	
672471	F m -3 m	Ce O2	Fluorite#CaF2	Assessing Hubbard-corrected AM05+U and PBEsol+U density functionals for strongly correlated oxides CeO2 and Ce2O3	Physical Chemistry Chemical Physics (2016) 18, (38) p. 26816-26826	4	293.00	2016	-1	
672524	F m -3 m	Pt Al2	Fluorite#CaF2	Mechanical properties and electronic structures of diverse Pt-Al intermetallics. First-principles calculations	Computational Materials Science (2016) 124,  p. 273-281	4	293.00	2016	-1	
672541	F d -3 m S	Fe2 Zr	Laves(cub)#MgCu2	A first principles study of cohesive, elastic and electronic properties of binary Fe-Zr intermetallics	Computational Materials Science (2016) 112,  p. 52-66	8	293.00	2016	-1	
672542	P 63/m m c	Fe2 Zr	Laves(4H)#MgNi2	A first principles study of cohesive, elastic and electronic properties of binary Fe-Zr intermetallics	Computational Materials Science (2016) 112,  p. 52-66	8	293.00	2016	-1	
672543	P 63/m m c	Fe2 Zr	Laves(2H)#MgZn2	A first principles study of cohesive, elastic and electronic properties of binary Fe-Zr intermetallics	Computational Materials Science (2016) 112,  p. 52-66	4	293.00	2016	-1	
672545	F d -3 m S	Fe Zr2	Ti2Ni	A first principles study of cohesive, elastic and electronic properties of binary Fe-Zr intermetallics	Computational Materials Science (2016) 112,  p. 52-66	32	293.00	2016	-1	
672546	I 4/m c m	Fe Zr2		A first principles study of cohesive, elastic and electronic properties of binary Fe-Zr intermetallics	Computational Materials Science (2016) 112,  p. 52-66	4	293.00	2016	-1	
672576	F d -3 m S	Nb Cr2	Laves(cub)#MgCu2	C15 NbCr2 Laves phase with mechanical properties beyond Pugh's criterion	Computational Materials Science (2016) 121,  p. 167-173	8	293.00	2016	-1	
672577	P n n m	Os P2	Marcasite#FeS2(oP6)	First principles study on the electronic, elastic and vibrational properties of marcasite-type OsP2	Computational Materials Science (2016) 121,  p. 54-60	2	293.00	2016	-1	
672578	F d -3 m S	Mg Cu2	Laves(cub)#MgCu2	Point defects and Zn-doping in defective Laves phase C15 MgCu2: A first-principles study	Computational Materials Science (2016) 122,  p. 159-166	8	293.00	2016	-1	
672579	I m m m	Re B2		Mechanical properties study for new hypothetical crystalline phases of ReB2: A computational approach using density functional theory	Computational Materials Science (2016) 122,  p. 240-248	2	293.00	2016	-1	
672580	P -6 m 2	Re B2		Mechanical properties study for new hypothetical crystalline phases of ReB2: A computational approach using density functional theory	Computational Materials Science (2016) 122,  p. 240-248	1	293.00	2016	-1	
672581	P 63/m m c	Re B2	ReB2	Mechanical properties study for new hypothetical crystalline phases of ReB2: A computational approach using density functional theory	Computational Materials Science (2016) 122,  p. 240-248	2	293.00	2016	-1	
672582	F m -3 m	Re B2	Fluorite#CaF2	Mechanical properties study for new hypothetical crystalline phases of ReB2: A computational approach using density functional theory	Computational Materials Science (2016) 122,  p. 240-248	4	293.00	2016	-1	
672587	F d -3 m S	Nb Cr2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672588	F d -3 m S	Cr2 Nb0.875 Ag0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672589	F d -3 m S	Nb (Cr0.9375 Ag0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672590	F d -3 m S	Cr2 Nb0.875 Au0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672591	F d -3 m S	Nb (Cr0.9375 Au0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672592	F d -3 m S	Cr2 Nb0.875 Cd0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672593	F d -3 m S	Nb (Cr0.9375 Cd0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672594	F d -3 m S	Cr2 Nb0.875 Co0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672595	F d -3 m S	Nb (Cr0.9375 Co0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672596	F d -3 m S	Cr2 Nb0.875 Cr0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672597	F d -3 m S	Cr2 Nb0.875 Cu0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672598	F d -3 m S	Nb (Cr0.9375 Cu0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672599	F d -3 m S	Cr2 Nb0.875 Fe0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672600	F d -3 m S	Nb (Cr0.9375 Fe0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672601	F d -3 m S	Cr2 Nb0.875 Hf0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672602	F d -3 m S	Nb (Cr0.9375 Hf0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672603	F d -3 m S	Cr2 Nb0.875 Ir0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672604	F d -3 m S	Nb (Cr0.9375 Ir0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672605	F d -3 m S	Cr2 Nb0.875 Mn0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672606	F d -3 m S	Nb (Cr0.9375 Mn0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672607	F d -3 m S	Cr2 Nb0.875 Mo0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672608	F d -3 m S	Nb (Cr0.9375 Mo0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672609	F d -3 m S	Nb (Cr0.9375 Nb0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672610	F d -3 m S	Cr2 Nb0.875 Ni0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672611	F d -3 m S	Nb (Cr0.9375 Ni0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672612	F d -3 m S	Cr2 Nb0.875 Os0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672613	F d -3 m S	Nb (Cr0.9375 Os0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672614	F d -3 m S	Cr2 Nb0.875 Pd0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672615	F d -3 m S	Nb (Cr0.9375 Pd0.0625 )2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672616	F d -3 m S	Cr2 Nb0.875 Pt0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672617	F d -3 m S	Nb (Cr0.9375 Pt0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672618	F d -3 m S	Cr2 Nb0.875 Re0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672619	F d -3 m S	Nb (Cr0.9375 Re0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672620	F d -3 m S	Cr2 Nb0.875 Rh0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672621	F d -3 m S	Nb (Cr0.9375 Rh0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672622	F d -3 m S	Cr2 Nb0.875 Ru0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672623	F d -3 m S	Nb (Cr0.9375 Ru0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672624	F d -3 m S	Cr2 Nb0.875 Sc0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672625	F d -3 m S	Nb (Cr0.9375 Sc0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672626	F d -3 m S	Cr2 Nb0.875 Ta0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672627	F d -3 m S	Nb (Cr0.9375 Ta0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672628	F d -3 m S	Cr2 Nb0.875 Tc0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672629	F d -3 m S	Nb (Cr0.9375 Tc0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672630	F d -3 m S	Cr2 Nb0.875 Ti0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672631	F d -3 m S	Nb (Cr0.9375 Ti0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672632	F d -3 m S	Cr2 Nb0.875 V0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672633	F d -3 m S	Nb (Cr0.9375 V0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672634	F d -3 m S	Cr2 Nb0.875 W0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672635	F d -3 m S	Nb (Cr0.9375 W0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672636	F d -3 m S	Cr2 Nb0.875 Y0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672637	F d -3 m S	Nb (Cr0.9375 Y0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672638	F d -3 m S	Cr2 Nb0.875 Zn0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672639	F d -3 m S	Nb (Cr0.9375 Zn0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672640	F d -3 m S	Cr2 Nb0.875 Zr0.125	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672641	F d -3 m S	Nb (Cr0.9375 Zr0.0625)2	Laves(cub)#MgCu2	Predicting an alloying strategy for improving fracture toughness of C15 NbCr2 Laves phase: A first-principles study	Computational Materials Science (2016) 123,  p. 59-64	8	293.00	2016	-1	
672646	F m -3 m	U N2	Fluorite#CaF2	Insight on the oxidation resistance of UOxNy layers: A density functional study	Computational Materials Science (2016) 123,  p. 224-231	4	293.00	2016	-1	
672664	F d -3 m S	Hf Ni2	Laves(cub)#MgCu2	Phase diagram and enthalpy of formation of Hf-Ni-Sn	Computational Materials Science (2016) 125,  p. 271-277	8	293.00	2016	-1	
672678	F m -3 m	Lu H2	Fluorite#CaF2	Elasticity, ideal tensile strength and lattice dynamics of LuH2 dihydride from first-principles investigations	International Journal of Hydrogen Energy (2016) 41, (4) p. 2720-2726	4	293.00	2016	-1	
672679	F m -3 m	Lu H2	Fluorite#CaF2	Elasticity, ideal tensile strength and lattice dynamics of LuH2 dihydride from first-principles investigations	International Journal of Hydrogen Energy (2016) 41, (4) p. 2720-2726	4	293.00	2016	-1	
672687	F m -3 m	Yb H2	Fluorite#CaF2	Strong correlation effect on the thermodynamic and mechanical properties of ytterbium dihydride	International Journal of Hydrogen Energy (2016) 41, (46) p. 21286-21292	4	293.00	2016	-1	
672689	F d -3 m S	Ba Si2	Laves(cub)#MgCu2	Investigation of new phases in the Ba-Si phase diagram under high pressure using ab initio structural search	Physical Chemistry Chemical Physics (2016) 18, (11) p. 8108-8114	8	293.00	2016	-1	
672700	P n -3 m S	Cu2 O	Cuprite#Cu2O	Reactivity at the Cu2O(100):Cu-H2O interface. A combined DFT and PES study	Physical Chemistry Chemical Physics (2016) 18, (44) p. 30570-30584	2	293.00	2016	-1	
672704	P 42/m n m	Mn F2	Rutile#TiO2	High-pressure structural study of MnF2	Physical Review B: Condensed Matter and Materials Physics (2016) 93, (5)  Article ID 054101 (p. 1-8)	2	293.00	2016	-1	
672705	P n m a	Mn F2	Cotunnite#PbCl2	High-pressure structural study of MnF2	Physical Review B: Condensed Matter and Materials Physics (2016) 93, (5)  Article ID 054101 (p. 1-8)	4	293.00	2016	-1	
672706	P b c a	Mn F2		High-pressure structural study of MnF2	Physical Review B: Condensed Matter and Materials Physics (2016) 93, (5)  Article ID 054101 (p. 1-8)	8	293.00	2016	-1	
672707	P 42/m n m	Mn F2	Rutile#TiO2	High-pressure structural study of MnF2	Physical Review B: Condensed Matter and Materials Physics (2016) 93, (5)  Article ID 054101 (p. 1-8)	2	293.00	2016	-1	
672720	I m 2 m	Fe As2		FeAs2 formation and electronic nematic ordering. Analysis in terms of structural transformations	Physical Review B: Condensed Matter and Materials Physics (2016) 93, (6)  Article ID 064113 (p. 1-9)	2	293.00	2016	-1	
672721	I m m m	Fe As2		FeAs2 formation and electronic nematic ordering. Analysis in terms of structural transformations	Physical Review B: Condensed Matter and Materials Physics (2016) 93, (6)  Article ID 064113 (p. 1-9)	2	293.00	2016	-1	
672722	P n n m	Fe As2	Marcasite#FeS2(oP6)	FeAs2 formation and electronic nematic ordering. Analysis in terms of structural transformations	Physical Review B: Condensed Matter and Materials Physics (2016) 93, (6)  Article ID 064113 (p. 1-9)	2	293.00	2016	-1	
672723	P n n m	Fe As2	Marcasite#FeS2(oP6)	FeAs2 formation and electronic nematic ordering. Analysis in terms of structural transformations	Physical Review B: Condensed Matter and Materials Physics (2016) 93, (6)  Article ID 064113 (p. 1-9)	2	293.00	2016	-1	
672775	F d -3 m S	Zr2 C	Ti2C	Theoretical investigations of the effects of ordered carbon vacancies in ZrC1-x on phase stability and thermo-mechanical properties	Acta Materialia (2016) 111,  p. 232-241	16	293.00	2016	-1	
672829	P 63/m m c	Re B2	ReB2	Structural, mechanical, optical, thermodynamical and phonon properties of stable ReB2 polymorphs from density functional calculations	Journal of Alloys and Compounds (2016) 657,  p. 878-888	2	293.00	2016	-1	
672830	P m m n S	Re B2	RuB2	Structural, mechanical, optical, thermodynamical and phonon properties of stable ReB2 polymorphs from density functional calculations	Journal of Alloys and Compounds (2016) 657,  p. 878-888	2	293.00	2016	-1	
672861	F m -3 m	Ce O2	Fluorite#CaF2	Performance of cubic ZrO2 doped CeO2: First-principles investigation on elastic, electronic and optical properties of Ce1-xZrxO2	Journal of Alloys and Compounds (2016) 671,  p. 208-219	4	293.00	2016	-1	
672862	F m -3 m	Ce0.25 Zr0.75 O2	Fluorite#CaF2	Performance of cubic ZrO2 doped CeO2: First-principles investigation on elastic, electronic and optical properties of Ce1-xZrxO2	Journal of Alloys and Compounds (2016) 671,  p. 208-219	4	293.00	2016	-1	
672863	F m -3 m	Zr O2	Fluorite#CaF2	Performance of cubic ZrO2 doped CeO2: First-principles investigation on elastic, electronic and optical properties of Ce1-xZrxO2	Journal of Alloys and Compounds (2016) 671,  p. 208-219	4	293.00	2016	-1	
672868	F d -3 m S	Zr Cr2	Laves(cub)#MgCu2	The distribution trends and site preferences of alloying elements in precipitates within a Zr alloy: A combined first-principles and experimental study	Journal of Alloys and Compounds (2016) 678,  p. 456-462	8	293.00	2016	-1	
672869	F d -3 m S	Zr (Zr0.0625 Cr0.9375)2	Laves(cub)#MgCu2	The distribution trends and site preferences of alloying elements in precipitates within a Zr alloy: A combined first-principles and experimental study	Journal of Alloys and Compounds (2016) 678,  p. 456-462	8	293.00	2016	-1	
672870	F d -3 m S	Zr0.875 Cr0.125 Cr2	Laves(cub)#MgCu2	The distribution trends and site preferences of alloying elements in precipitates within a Zr alloy: A combined first-principles and experimental study	Journal of Alloys and Compounds (2016) 678,  p. 456-462	8	293.00	2016	-1	
672871	F d -3 m S	Zr (Fe0.0625 Cr0.9375)2	Laves(cub)#MgCu2	The distribution trends and site preferences of alloying elements in precipitates within a Zr alloy: A combined first-principles and experimental study	Journal of Alloys and Compounds (2016) 678,  p. 456-462	8	293.00	2016	-1	
672872	F d -3 m S	Zr0.875 Fe0.125 Cr2	Laves(cub)#MgCu2	The distribution trends and site preferences of alloying elements in precipitates within a Zr alloy: A combined first-principles and experimental study	Journal of Alloys and Compounds (2016) 678,  p. 456-462	8	293.00	2016	-1	
672873	F d -3 m S	Zr (Mo0.0625 Cr0.9375)2	Laves(cub)#MgCu2	The distribution trends and site preferences of alloying elements in precipitates within a Zr alloy: A combined first-principles and experimental study	Journal of Alloys and Compounds (2016) 678,  p. 456-462	8	293.00	2016	-1	
672874	F d -3 m S	Zr0.875 Mo0.125 Cr2	Laves(cub)#MgCu2	The distribution trends and site preferences of alloying elements in precipitates within a Zr alloy: A combined first-principles and experimental study	Journal of Alloys and Compounds (2016) 678,  p. 456-462	8	293.00	2016	-1	
672875	F d -3 m S	Zr (Bi0.0625 Cr0.9375)2	Laves(cub)#MgCu2	The distribution trends and site preferences of alloying elements in precipitates within a Zr alloy: A combined first-principles and experimental study	Journal of Alloys and Compounds (2016) 678,  p. 456-462	8	293.00	2016	-1	
672876	F d -3 m S	Zr0.875 Bi0.125 Cr2	Laves(cub)#MgCu2	The distribution trends and site preferences of alloying elements in precipitates within a Zr alloy: A combined first-principles and experimental study	Journal of Alloys and Compounds (2016) 678,  p. 456-462	8	293.00	2016	-1	
