CollectionCode	HMS	StructuredFormula	StructureType	Title	Reference	FormulaUnitsPerCell	Temperature	PublicationYear	Quality	
240758	P n n m	Os N2	IrN2	Crystal Structures of and Displacive Transitions in OsN2, IrN2, RuN2, and RhN2	Angewandte Chemie, International Edition (2007) 46, (7) p. 1136-1140	2	293.00	2007	-1	
240759	P 1 21/c 1	Os N2	RhN2	Crystal Structures of and Displacive Transitions in OsN2, IrN2, RuN2, and RhN2	Angewandte Chemie, International Edition (2007) 46, (7) p. 1136-1140	4	293.00	2007	-1	
240760	P n n m	Rh N2	IrN2	Crystal Structures of and Displacive Transitions in OsN2, IrN2, RuN2, and RhN2	Angewandte Chemie, International Edition (2007) 46, (7) p. 1136-1140	2	293.00	2007	-1	
246194	P 63/m m c	Sr Zn2	Laves(2H)#MgZn2	High-pressure modifications of Ca Zn2, Sr Zn2, Sr Al2, and Ba Al2: Implications for Laves phases structural trends	Journal of Solid State Chemistry (2008) 181, (11) p. 3016-3023	4	293.00	2008	-1	
246306	P 6/m c c	Al (P O4)		Aluminophosphate number 5: Time-of-flight neutron powder diffraction study of calcined powder at 295 K.	Acta Crystallographica, Section C: Crystal Structure Communications (1987) 43,  p. 1469-1472	12	293.00	1987	-1	
246489	F d -3 m Z	Zr Mn2	Laves(cub)#MgCu2	Ab initio study of ground-state properties of the Laves-phase compound Zr Mn2	Physical Review B: Condensed Matter and Materials Physics (2005) 72,   Article ID 054440 (p. 1-11)	8	293.00	2005	-1	
246490	F d -3 m Z	Zr Mn2	Laves(cub)#MgCu2	Ab initio study of ground-state properties of the Laves-phase compound Zr Mn2	Physical Review B: Condensed Matter and Materials Physics (2005) 72,   Article ID 054440 (p. 1-11)	8	293.00	2005	-1	
246491	F d -3 m Z	Zr Mn2	Laves(cub)#MgCu2	Ab initio study of ground-state properties of the Laves-phase compound Zr Mn2	Physical Review B: Condensed Matter and Materials Physics (2005) 72,   Article ID 054440 (p. 1-11)	8	293.00	2005	-1	
246492	P 63/m m c	Zr Mn2	Laves(4H)#MgNi2	Ab initio study of ground-state properties of the Laves-phase compound Zr Mn2	Physical Review B: Condensed Matter and Materials Physics (2005) 72,   Article ID 054440 (p. 1-11)	8	293.00	2005	-1	
246493	P 63/m m c	Zr Mn2	Laves(4H)#MgNi2	Ab initio study of ground-state properties of the Laves-phase compound Zr Mn2	Physical Review B: Condensed Matter and Materials Physics (2005) 72,   Article ID 054440 (p. 1-11)	8	293.00	2005	-1	
246494	P 63/m m c	Zr Mn2	Laves(4H)#MgNi2	Ab initio study of ground-state properties of the Laves-phase compound Zr Mn2	Physical Review B: Condensed Matter and Materials Physics (2005) 72,   Article ID 054440 (p. 1-11)	8	293.00	2005	-1	
246495	P 63/m m c	Zr Mn2	Laves(2H)#MgZn2	Ab initio study of ground-state properties of the Laves-phase compound Zr Mn2	Physical Review B: Condensed Matter and Materials Physics (2005) 72,   Article ID 054440 (p. 1-11)	4	293.00	2005	-1	
246496	P 63/m m c	Zr Mn2	Laves(2H)#MgZn2	Ab initio study of ground-state properties of the Laves-phase compound Zr Mn2	Physical Review B: Condensed Matter and Materials Physics (2005) 72,   Article ID 054440 (p. 1-11)	4	293.00	2005	-1	
246497	P 63/m m c	Zr Mn2	Laves(2H)#MgZn2	Ab initio study of ground-state properties of the Laves-phase compound Zr Mn2	Physical Review B: Condensed Matter and Materials Physics (2005) 72,   Article ID 054440 (p. 1-11)	4	293.00	2005	-1	
246961	R -3 m R	Ca2 F4	CaUO4	Electronic band structure of Ca U O4 from first principles	Journal of Solid State Chemistry (2009) 182, (10) p. 2678-2684	1	293.00	2009	-1	
247591	P n m a	W H2		WHn under pressure	Journal of Physics: Condensed Matter (2012) 24, (15)  Article ID 155701 (p. 1-15)	4	293.00	2012	-1	
247592	P n m a	W H2		WHn under pressure	Journal of Physics: Condensed Matter (2012) 24, (15)  Article ID 155701 (p. 1-15)	4	293.00	2012	-1	
247593	P n m a	W H2		WHn under pressure	Journal of Physics: Condensed Matter (2012) 24, (15)  Article ID 155701 (p. 1-15)	4	293.00	2012	-1	
247594	P n m a	W H2		WHn under pressure	Journal of Physics: Condensed Matter (2012) 24, (15)  Article ID 155701 (p. 1-15)	4	293.00	2012	-1	
247595	P n m a	W H2		WHn under pressure	Journal of Physics: Condensed Matter (2012) 24, (15)  Article ID 155701 (p. 1-15)	4	293.00	2012	-1	
247644	P 6/m m m	Ta B2	AlB2	First-principles calculations of structural, elastic and electronic properties of TaB2 with AlB2 structure under high pressure	Computational Materials Science (2010) 50, (2) p. 474-478	1	293.00	2010	-1	
247676	P -4 21 m	C N2		A novel low compressible and superhard carbon nitride: Body-centered tetragonal CN2	Physical Chemistry Chemical Physics (2012) 14, (37) p. 13081-13087	2	293.00	2012	-1	
247677	I -4 2 d	C N2		A novel low compressible and superhard carbon nitride: Body-centered tetragonal CN2	Physical Chemistry Chemical Physics (2012) 14, (37) p. 13081-13087	8	293.00	2012	-1	
247678	I -4 m 2	C N2		A novel low compressible and superhard carbon nitride: Body-centered tetragonal CN2	Physical Chemistry Chemical Physics (2012) 14, (37) p. 13081-13087	2	293.00	2012	-1	
247679	P -3 m 1	C N2		A novel low compressible and superhard carbon nitride: Body-centered tetragonal CN2	Physical Chemistry Chemical Physics (2012) 14, (37) p. 13081-13087	2	293.00	2012	-1	
247680	C m c 21	C N2	AgCuS	A novel low compressible and superhard carbon nitride: Body-centered tetragonal CN2	Physical Chemistry Chemical Physics (2012) 14, (37) p. 13081-13087	4	293.00	2012	-1	
247836	F d -3 m Z	Mg Cu2	Laves(cub)#MgCu2	First-principles investigation of structural and electronic properties of MgCu2 Laves phase under pressure	Intermetallics (2012) 31,  p. 257-263	8	293.00	2012	-1	
247962	P 6/m m m	Ti2 Zr	CaHg2	First-principles study of structure and properties of omega-Ti2Zr	Computational Materials Science (2013) 74,  p. 129-137	1	293.00	2013	-1	
248431	F m -3 m	Sr F2	Fluorite#CaF2	Atomistic simulation of SrF2 polymorphs	Physical Review B: Condensed Matter and Materials Physics (2001) 63, (9)  Article ID 094107 (p. 1-9)	4	4.20	2001	-1	
248432	F m -3 m	Sr F2	Fluorite#CaF2	Atomistic simulation of SrF2 polymorphs	Physical Review B: Condensed Matter and Materials Physics (2001) 63, (9)  Article ID 094107 (p. 1-9)	4	295.00	2001	-1	
248433	P b n m	Sr F2		Atomistic simulation of SrF2 polymorphs	Physical Review B: Condensed Matter and Materials Physics (2001) 63, (9)  Article ID 094107 (p. 1-9)	4	295.00	2001	-1	
248434	P b n m	Sr F2		Atomistic simulation of SrF2 polymorphs	Physical Review B: Condensed Matter and Materials Physics (2001) 63, (9)  Article ID 094107 (p. 1-9)	4	295.00	2001	-1	
248443	F m -3 m	Zr O2	Fluorite#CaF2	Relative energetics and structural properties of zirconia using a self-consistent tight-binding model	Physical Review B: Condensed Matter and Materials Physics (2000) 61, (10) p. 6617-6630	4	293.00	2000	-1	
248444	F m -3 m	Zr O2	Fluorite#CaF2	Relative energetics and structural properties of zirconia using a self-consistent tight-binding model	Physical Review B: Condensed Matter and Materials Physics (2000) 61, (10) p. 6617-6630	4	293.00	2000	-1	
248445	P 1 21/c 1	Zr O2	Baddeleyite#ZrO2(mP12)	Relative energetics and structural properties of zirconia using a self-consistent tight-binding model	Physical Review B: Condensed Matter and Materials Physics (2000) 61, (10) p. 6617-6630	4	293.00	2000	-1	
248446	P 1 21/c 1	Zr O2	Baddeleyite#ZrO2(mP12)	Relative energetics and structural properties of zirconia using a self-consistent tight-binding model	Physical Review B: Condensed Matter and Materials Physics (2000) 61, (10) p. 6617-6630	4	293.00	2000	-1	
248447	P 42/n m c S	Zr O2	Zirconia#ZrO2(HT)	Relative energetics and structural properties of zirconia using a self-consistent tight-binding model	Physical Review B: Condensed Matter and Materials Physics (2000) 61, (10) p. 6617-6630	2	293.00	2000	-1	
248448	P 42/n m c S	Zr O2	Zirconia#ZrO2(HT)	Relative energetics and structural properties of zirconia using a self-consistent tight-binding model	Physical Review B: Condensed Matter and Materials Physics (2000) 61, (10) p. 6617-6630	2	293.00	2000	-1	
248449	P b c a	Zr O2	Brookite#TiO2	Relative energetics and structural properties of zirconia using a self-consistent tight-binding model	Physical Review B: Condensed Matter and Materials Physics (2000) 61, (10) p. 6617-6630	8	293.00	2000	-1	
248450	P n m a	Zr O2	HfO2	Relative energetics and structural properties of zirconia using a self-consistent tight-binding model	Physical Review B: Condensed Matter and Materials Physics (2000) 61, (10) p. 6617-6630	4	293.00	2000	-1	
248490	I 4/m m m	Pt2 Si	Pt2Si	First-principles elastic constants and electronic structure of alpha-Pt2Si and PtSi	Physical Review B: Condensed Matter and Materials Physics (2001) 63, (13)  Article ID 134112 (p. 1-12)	2	293.00	2001	-1	
249224	P 1	H2 O	H2O(XIV)	A blind structure prediction of ice XIV	Journal of the American Chemical Society (2006) 128,  p. 12594-12595	12	293.00	2006	-1	
249225	P 1	H2 O	H2O(XIV)	A blind structure prediction of ice XIV	Journal of the American Chemical Society (2006) 128,  p. 12594-12595	12	293.00	2006	-1	
249226	P 1	H2 O	H2O(XIV)	A blind structure prediction of ice XIV	Journal of the American Chemical Society (2006) 128,  p. 12594-12595	12	293.00	2006	-1	
249227	P 1	H2 O	H2O(XIV)	A blind structure prediction of ice XIV	Journal of the American Chemical Society (2006) 128,  p. 12594-12595	12	293.00	2006	-1	
250209	P n n m	Zr2 Se	Ta2P	The crystal structure of Zr2 Se reinvestigated by electron crystallography and X-ray powder diffraction	Kristallografiya (2004) 49,  p. 445-455	12	293.00	2004	-1	
260545	P 6/m m m	Os N2	OsN2	Twofold coordinated ground - state and eightfold high - pressure phases of heavy transition metal nitrides M N2 (M = Os, Ir, Ru, and Rh)	Inorganic Chemistry (2009) 48, (20) p. 9904-9909	1	293.00	2009	-1	
260546	P 6/m m m	Ir N2	OsN2	Twofold coordinated ground - state and eightfold high - pressure phases of heavy transition metal nitrides M N2 (M = Os, Ir, Ru, and Rh)	Inorganic Chemistry (2009) 48, (20) p. 9904-9909	1	293.00	2009	-1	
260547	P 6/m m m	Ru N2	OsN2	Twofold coordinated ground - state and eightfold high - pressure phases of heavy transition metal nitrides M N2 (M = Os, Ir, Ru, and Rh)	Inorganic Chemistry (2009) 48, (20) p. 9904-9909	1	293.00	2009	-1	
260548	P 6/m m m	Rh N2	OsN2	Twofold coordinated ground - state and eightfold high - pressure phases of heavy transition metal nitrides M N2 (M = Os, Ir, Ru, and Rh)	Inorganic Chemistry (2009) 48, (20) p. 9904-9909	1	293.00	2009	-1	
260549	P 4/m b m	Os N2	OsN2(tP6)	Twofold coordinated ground - state and eightfold high - pressure phases of heavy transition metal nitrides M N2 (M = Os, Ir, Ru, and Rh)	Inorganic Chemistry (2009) 48, (20) p. 9904-9909	2	293.00	2009	-1	
260550	P 4/m b m	Ru N2	OsN2(tP6)	Twofold coordinated ground - state and eightfold high - pressure phases of heavy transition metal nitrides M N2 (M = Os, Ir, Ru, and Rh)	Inorganic Chemistry (2009) 48, (20) p. 9904-9909	2	293.00	2009	-1	
260783	P 63/m m c	K Na2	Laves(2H)#MgZn2	Structure, bonding, and stability of topologically close-packed intermetallic compounds	Physical Review B: Condensed Matter and Materials Physics (1977) 15, (2) p. 617-630	4	293.00	1977	-1	
260785	P 63/m m c	Cs K2	Laves(2H)#MgZn2	Structure, bonding, and stability of topologically close-packed intermetallic compounds	Physical Review B: Condensed Matter and Materials Physics (1977) 15, (2) p. 617-630	4	293.00	1977	-1	
260786	P 63/m m c	Cs K2	Laves(2H)#MgZn2	Structure, bonding, and stability of topologically close-packed intermetallic compounds	Physical Review B: Condensed Matter and Materials Physics (1977) 15, (2) p. 617-630	4	178.00	1977	-1	
261635	P n m a	Ca H2	Cotunnite#PbCl2	Ca-intercalated graphite as a hydrogen storage material: Stability against decomposition into Ca H2 and graphite	Journal of Solid State Chemistry (2011) 184, (6) p. 1561-1565	4	0.00	2011	-1	
261636	P n m a	Ca H2	Cotunnite#PbCl2	Ca-intercalated graphite as a hydrogen storage material: Stability against decomposition into Ca H2 and graphite	Journal of Solid State Chemistry (2011) 184, (6) p. 1561-1565	4	0.00	2011	-1	
262633	P 1 21/n 1	Ag2 S	Ag2S(LT)	Compression of silver sulfide: X-ray diffraction measurements and total-energy calculations	Inorganic Chemistry (2012) 51, (9) p. 5289-5298	4	293.00	2012	-1	
262635	P 21 21 21	Ag2 S	Ag2S(oP12)	Compression of silver sulfide: X-ray diffraction measurements and total-energy calculations	Inorganic Chemistry (2012) 51, (9) p. 5289-5298	4	293.00	2012	-1	
262637	P 1 21/n 1	Ag2 S	Ag2S(LT)	Compression of silver sulfide: X-ray diffraction measurements and total-energy calculations	Inorganic Chemistry (2012) 51, (9) p. 5289-5298	4	293.00	2012	-1	
262746	P -3 m 1	Zr N2	EuGe2#PtTe2	Ab initio investigations of the electronic structure and chemical bonding of Li2 Zr N2	Journal of Solid State Chemistry (2012) 190, (6) p. 191-195	1	293.00	2012	-1	
290013	P 42/m n m	Sn O2	Rutile#TiO2	First-principles investigations on structural, elastic and electronic properties of Sn O2 under pressure	Computational Materials Science (2011) 50, (4) p. 1571-1577	2	0.00	2011	-1	
290427	P -6 m 2	Hf N2	OsC2	Computational study of Hf, Ta, W, Re, Ir, Os and Pt pernitrides	Computational Materials Science (2012) 61,  p. 1-5	1	293.00	2012	-1	
290428	P 63/m m c	Hf N2	PtN2	Computational study of Hf, Ta, W, Re, Ir, Os and Pt pernitrides	Computational Materials Science (2012) 61,  p. 1-5	2	293.00	2012	-1	
290429	P a -3	Hf N2	Pyrite#FeS2(cP12)	Computational study of Hf, Ta, W, Re, Ir, Os and Pt pernitrides	Computational Materials Science (2012) 61,  p. 1-5	4	293.00	2012	-1	
290430	P -6 m 2	Ta N2	OsC2	Computational study of Hf, Ta, W, Re, Ir, Os and Pt pernitrides	Computational Materials Science (2012) 61,  p. 1-5	1	293.00	2012	-1	
290431	P 63/m m c	Ta N2	PtN2	Computational study of Hf, Ta, W, Re, Ir, Os and Pt pernitrides	Computational Materials Science (2012) 61,  p. 1-5	2	293.00	2012	-1	
290432	P a -3	Ta N2		Computational study of Hf, Ta, W, Re, Ir, Os and Pt pernitrides	Computational Materials Science (2012) 61,  p. 1-5	4	293.00	2012	-1	
290433	P -6 m 2	W N2	OsC2	Computational study of Hf, Ta, W, Re, Ir, Os and Pt pernitrides	Computational Materials Science (2012) 61,  p. 1-5	1	293.00	2012	-1	
290434	P 63/m m c	W N2	PtN2	Computational study of Hf, Ta, W, Re, Ir, Os and Pt pernitrides	Computational Materials Science (2012) 61,  p. 1-5	2	293.00	2012	-1	
290435	P a -3	W N2		Computational study of Hf, Ta, W, Re, Ir, Os and Pt pernitrides	Computational Materials Science (2012) 61,  p. 1-5	4	293.00	2012	-1	
290436	P -6 m 2	Re N2	OsC2	Computational study of Hf, Ta, W, Re, Ir, Os and Pt pernitrides	Computational Materials Science (2012) 61,  p. 1-5	1	293.00	2012	-1	
290437	P 63/m m c	Re N2	PtN2	Computational study of Hf, Ta, W, Re, Ir, Os and Pt pernitrides	Computational Materials Science (2012) 61,  p. 1-5	2	293.00	2012	-1	
290438	P a -3	Re N2		Computational study of Hf, Ta, W, Re, Ir, Os and Pt pernitrides	Computational Materials Science (2012) 61,  p. 1-5	4	293.00	2012	-1	
290439	P -6 m 2	Os N2	OsC2	Computational study of Hf, Ta, W, Re, Ir, Os and Pt pernitrides	Computational Materials Science (2012) 61,  p. 1-5	1	293.00	2012	-1	
290440	P 63/m m c	Os N2	PtN2	Computational study of Hf, Ta, W, Re, Ir, Os and Pt pernitrides	Computational Materials Science (2012) 61,  p. 1-5	2	293.00	2012	-1	
290441	P a -3	Os N2	Pyrite#FeS2(cP12)	Computational study of Hf, Ta, W, Re, Ir, Os and Pt pernitrides	Computational Materials Science (2012) 61,  p. 1-5	4	293.00	2012	-1	
290442	P -6 m 2	Ir N2	OsC2	Computational study of Hf, Ta, W, Re, Ir, Os and Pt pernitrides	Computational Materials Science (2012) 61,  p. 1-5	1	293.00	2012	-1	
290443	P 63/m m c	Ir N2	PtN2	Computational study of Hf, Ta, W, Re, Ir, Os and Pt pernitrides	Computational Materials Science (2012) 61,  p. 1-5	2	293.00	2012	-1	
290444	P a -3	Ir N2	Pyrite#FeS2(cP12)	Computational study of Hf, Ta, W, Re, Ir, Os and Pt pernitrides	Computational Materials Science (2012) 61,  p. 1-5	4	293.00	2012	-1	
290445	P -6 m 2	Pt N2	OsC2	Computational study of Hf, Ta, W, Re, Ir, Os and Pt pernitrides	Computational Materials Science (2012) 61,  p. 1-5	1	293.00	2012	-1	
290446	P 63/m m c	Pt N2	PtN2	Computational study of Hf, Ta, W, Re, Ir, Os and Pt pernitrides	Computational Materials Science (2012) 61,  p. 1-5	2	293.00	2012	-1	
290447	P a -3	Pt N2	Pyrite#FeS2(cP12)	Computational study of Hf, Ta, W, Re, Ir, Os and Pt pernitrides	Computational Materials Science (2012) 61,  p. 1-5	4	293.00	2012	-1	
290478	P n n m	Cr O2	CaCl2	Electronic and elastic properties of Cr O2 in the orthorhombic Ca Cl2-type structure	International Journal of Modern Physics B: Condensed Matter Physics; Statistical Physics; Atomic, Molecular and Optical Physics (2012) 26, (15)  Article ID 1250091 (p. 1-14)	2	293.00	2012	-1	
290479	P n n m	Cr O2	CaCl2	Electronic and elastic properties of Cr O2 in the orthorhombic Ca Cl2-type structure	International Journal of Modern Physics B: Condensed Matter Physics; Statistical Physics; Atomic, Molecular and Optical Physics (2012) 26, (15)  Article ID 1250091 (p. 1-14)	2	293.00	2012	-1	
290480	P n n m	Cr O2	CaCl2	Electronic and elastic properties of Cr O2 in the orthorhombic Ca Cl2-type structure	International Journal of Modern Physics B: Condensed Matter Physics; Statistical Physics; Atomic, Molecular and Optical Physics (2012) 26, (15)  Article ID 1250091 (p. 1-14)	2	293.00	2012	-1	
290482	P 4/n m m S	Ti H2	Matlockite#PbClF	Pressure induced phase transitions in Ti H2	Journal of Applied Physics (Melville, NY, United States) (2013) 113, (10)  Article ID 103512 (p. 1-4)	2	293.00	2013	-1	
290495	P n n m	Ru O2	CaCl2	Structural, electronic and mechanical properties of Ru O2 from first-principles calculations	Materials Science in Semiconductor Processing (2012) 15, (4) p. 331-339	2	293.00	2012	-1	
290496	P 42/m n m	Ru O2	Rutile#TiO2	Structural, electronic and mechanical properties of Ru O2 from first-principles calculations	Materials Science in Semiconductor Processing (2012) 15, (4) p. 331-339	2	293.00	2012	-1	
290497	P a -3	Ru O2	PdF2(cP12)	Structural, electronic and mechanical properties of Ru O2 from first-principles calculations	Materials Science in Semiconductor Processing (2012) 15, (4) p. 331-339	4	293.00	2012	-1	
290498	F m -3 m	Ru O2	Fluorite#CaF2	Structural, electronic and mechanical properties of Ru O2 from first-principles calculations	Materials Science in Semiconductor Processing (2012) 15, (4) p. 331-339	4	293.00	2012	-1	
290726	P n m a	Hg F2		The new phase of Hg F2 at high pressure	EPL - A Letters Journal Exploring the Frontiers of Physics (2013) 102, (3)  Article ID 36002 (p. 1-4)	4	293.00	2013	-1	
290833	C 1 2/m 1	Ca C2	CaC2-III(C12/m1)	Pressure-induced superconductivity in Ca C2	Proceedings of the National Academy of Sciences of the United States of America (2013) 110, (23) p. 9289-9294	4	293.00	2013	-1	
290834	C m c m	Ca C2		Pressure-induced superconductivity in Ca C2	Proceedings of the National Academy of Sciences of the United States of America (2013) 110, (23) p. 9289-9294	4	293.00	2013	-1	
290835	I m m m	Ca C2		Pressure-induced superconductivity in Ca C2	Proceedings of the National Academy of Sciences of the United States of America (2013) 110, (23) p. 9289-9294	4	293.00	2013	-1	
290836	P 6/m m m	Ca C2		Pressure-induced superconductivity in Ca C2	Proceedings of the National Academy of Sciences of the United States of America (2013) 110, (23) p. 9289-9294	1	293.00	2013	-1	
290897	P 63/m m c	Y Cu2	Laves(2H)#MgZn2	Structural stability and electronic structure study of Y Cu2-Y Zn2 Laves phases by first-principles calculations	Computational Materials Science (2013) 77,  p. 366-371	4	293.00	2013	-1	
290898	F d -3 m Z	Y Cu2	Laves(cub)#MgCu2	Structural stability and electronic structure study of Y Cu2-Y Zn2 Laves phases by first-principles calculations	Computational Materials Science (2013) 77,  p. 366-371	8	293.00	2013	-1	
290900	P 63/m m c	Y Zn2	Laves(2H)#MgZn2	Structural stability and electronic structure study of Y Cu2-Y Zn2 Laves phases by first-principles calculations	Computational Materials Science (2013) 77,  p. 366-371	4	293.00	2013	-1	
290901	F d -3 m Z	Y Zn2	Laves(cub)#MgCu2	Structural stability and electronic structure study of Y Cu2-Y Zn2 Laves phases by first-principles calculations	Computational Materials Science (2013) 77,  p. 366-371	8	293.00	2013	-1	
290921	I 4/m m m	Zr2 Cu	CuZr2	Pressure-induced pseudoatom bonding collapse and isosymmetric phase transition in Zr2 Cu: First - principles predictions	Journal of Chemical Physics (2013) 139, (23)  Article ID 234504 (p. 1-9)	2	293.00	2013	-1	
290922	I 4/m m m	Zr2 Cu	CuZr2	Pressure-induced pseudoatom bonding collapse and isosymmetric phase transition in Zr2 Cu: First - principles predictions	Journal of Chemical Physics (2013) 139, (23)  Article ID 234504 (p. 1-9)	2	293.00	2013	-1	
290936	P 63/m m c	Ti Os2	Laves(2H)#MgZn2	Structural, mechanical and electronic properties of Os TM and TM Os2 (TM = Ti, Zr and Hf). First-principles calculations	Journal of Alloys and Compounds (2014) 589,  p. 278-282	4	293.00	2014	-1	
290937	P 63/m m c	Zr Os2	Laves(2H)#MgZn2	Structural, mechanical and electronic properties of Os TM and TM Os2 (TM = Ti, Zr and Hf). First-principles calculations	Journal of Alloys and Compounds (2014) 589,  p. 278-282	4	293.00	2014	-1	
290938	P 63/m m c	Hf Os2	Laves(2H)#MgZn2	Structural, mechanical and electronic properties of Os TM and TM Os2 (TM = Ti, Zr and Hf). First-principles calculations	Journal of Alloys and Compounds (2014) 589,  p. 278-282	4	293.00	2014	-1	
