CollectionCode	HMS	StructuredFormula	StructureType	Title	Reference	FormulaUnitsPerCell	Temperature	PublicationYear	Quality	
169857	P a -3	Pt N2	Pyrite#FeS2(cP12)	First-principles calculations for the structure and mechanical properties of Pt N2	Wuli Xuebao (2010) 59, (3) p. 2004-2009	4	293.00	2010	-1	
170475	I m -3 m	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	48	293.00	2004	-1	
170476	F d -3 m S	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	32	293.00	2004	-1	
170477	I a -3 d	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	96	293.00	2004	-1	
170478	F d -3 c S	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	192	293.00	2004	-1	
170479	I m -3 m	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	96	293.00	2004	-1	
170480	I 41/a m d S	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	32	293.00	2004	-1	
170481	P 63/m m c	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	12	293.00	2004	-1	
170482	P m -3 n	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	48	293.00	2004	-1	
170483	P n -3 m S	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	48	293.00	2004	-1	
170484	I a -3 d	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	96	293.00	2004	-1	
170485	F m -3 m	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	96	293.00	2004	-1	
170486	R -3 m H	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	36	293.00	2004	-1	
170487	P m -3 n	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	48	293.00	2004	-1	
170488	P m -3 n	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	48	293.00	2004	-1	
170489	P 2 3	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	12	293.00	2004	-1	
170490	P m -3 n	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	24	293.00	2004	-1	
170492	R -3 c H	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	36	293.00	2004	-1	
170493	P 63/m c m	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	24	293.00	2004	-1	
170494	C 1 2/m 1	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	24	293.00	2004	-1	
170495	P -3 1 c	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	12	293.00	2004	-1	
170496	P 63/m m c	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	6	293.00	2004	-1	
170497	C m c m	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	16	293.00	2004	-1	
170498	I 4/m c m	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	32	293.00	2004	-1	
170499	I 41/a m d S	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	32	293.00	2004	-1	
170500	P 42/m c m	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	8	293.00	2004	-1	
170501	F d d d S	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	32	293.00	2004	-1	
170502	P 4/n b m S	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	16	293.00	2004	-1	
170503	P 4/n n c S	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	16	293.00	2004	-1	
170504	F 41 3 2	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	48	293.00	2004	-1	
170505	F m -3 c	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	192	293.00	2004	-1	
170506	I 4 3 2	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	24	293.00	2004	-1	
170507	I 21 3	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	24	293.00	2004	-1	
170508	I a -3	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	48	293.00	2004	-1	
170509	P a -3	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	96	293.00	2004	-1	
170510	I 41 2 2	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	8	293.00	2004	-1	
170511	P -4 n 2	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	8	293.00	2004	-1	
170512	P a -3	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	24	293.00	2004	-1	
170513	R 3 2 H	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	9	293.00	2004	-1	
170514	R -3 c H	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	36	293.00	2004	-1	
170515	R -3 c H	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	18	293.00	2004	-1	
170516	P b a m	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	16	293.00	2004	-1	
170517	I -4 c 2	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	16	293.00	2004	-1	
170518	R -3 H	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	72	293.00	2004	-1	
170519	P 6 2 2	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	12	293.00	2004	-1	
170520	P 6 2 2	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	12	293.00	2004	-1	
170521	P -3 1 m	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	12	293.00	2004	-1	
170522	P 6 2 2	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	12	293.00	2004	-1	
170523	P 64 2 2	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	12	293.00	2004	-1	
170524	C m c a	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	16	293.00	2004	-1	
170525	P 1 c 1	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	16	293.00	2004	-1	
170526	I -4 2 m	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	16	293.00	2004	-1	
170527	C c c a S	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	16	293.00	2004	-1	
170528	P b c a	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	32	293.00	2004	-1	
170529	I 41 2 2	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	16	293.00	2004	-1	
170530	P 4/n S	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	16	293.00	2004	-1	
170531	C 1 2/c 1	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	16	293.00	2004	-1	
170532	P -4 c 2	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	8	293.00	2004	-1	
170533	P n n n S	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	8	293.00	2004	-1	
170534	P 42/n b c S	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	16	293.00	2004	-1	
170535	P b a n S	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	8	293.00	2004	-1	
170536	P 1	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	8	293.00	2004	-1	
170537	P 4/n n c S	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	16	293.00	2004	-1	
170538	P 4/n b m S	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	8	293.00	2004	-1	
170539	R -3 c H	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	18	293.00	2004	-1	
170540	R -3 m H	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	18	293.00	2004	-1	
170541	P 1 21/c 1	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	16	293.00	2004	-1	
170542	P 65 2 2	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	6	293.00	2004	-1	
170543	I a -3 d	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	24	293.00	2004	-1	
170544	P 1	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	18	293.00	2004	-1	
170545	I a -3	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	16	293.00	2004	-1	
170546	P c c n	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	8	293.00	2004	-1	
170547	F d d d S	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	16	293.00	2004	-1	
170548	P 1 2/c 1	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	4	293.00	2004	-1	
170549	P c c a	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	8	293.00	2004	-1	
170550	P 43 2 2	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	8	293.00	2004	-1	
170551	P c c a	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	8	293.00	2004	-1	
170552	P -3 1 m	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	6	293.00	2004	-1	
170553	R -3 H	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	18	293.00	2004	-1	
170554	P -3 1 c	Si O2		Chemical evaluation of hypothetical uninodal zeolites	Journal of the American Chemical Society (2004) 126, (31) p. 9769-9775	12	293.00	2004	-1	
171573	P 32 2 1	Si O2	Quartz(low)#SiO2	Structural and thermodynamic properties of water related defects in alpha-quartz	Physics and Chemistry of Minerals (2005) 32,  p. 323-331	3	293.00	2005	-1	
171733	P -1	Si O2		Magic silica clusters as nanoscale building units for super-(tris)tetrahedral materials	Chemistry of Materials (2006) 18, (6) p. 1464-1469	16	293.00	2006	-1	
171734	P 62	Si O2		Magic silica clusters as nanoscale building units for super-(tris)tetrahedral materials	Chemistry of Materials (2006) 18, (6) p. 1464-1469	24	293.00	2006	-1	
171735	I m m 2	Si O2		Magic silica clusters as nanoscale building units for super-(tris)tetrahedral materials	Chemistry of Materials (2006) 18, (6) p. 1464-1469	32	293.00	2006	-1	
171736	P -1	Si O2		Magic silica clusters as nanoscale building units for super-(tris)tetrahedral materials	Chemistry of Materials (2006) 18, (6) p. 1464-1469	16	293.00	2006	-1	
171737	P 4/m b m	Si O2		Magic silica clusters as nanoscale building units for super-(tris)tetrahedral materials	Chemistry of Materials (2006) 18, (6) p. 1464-1469	32	293.00	2006	-1	
171739	P 21 21 2	Si O2		Magic silica clusters as nanoscale building units for super-(tris)tetrahedral materials	Chemistry of Materials (2006) 18, (6) p. 1464-1469	16	293.00	2006	-1	
171740	I 4/m	Si O2		Magic silica clusters as nanoscale building units for super-(tris)tetrahedral materials	Chemistry of Materials (2006) 18, (6) p. 1464-1469	32	293.00	2006	-1	
171741	P 2 2 2	Si O2		Magic silica clusters as nanoscale building units for super-(tris)tetrahedral materials	Chemistry of Materials (2006) 18, (6) p. 1464-1469	32	293.00	2006	-1	
171742	P m m m	Si O2		Magic silica clusters as nanoscale building units for super-(tris)tetrahedral materials	Chemistry of Materials (2006) 18, (6) p. 1464-1469	64	293.00	2006	-1	
173142	P 1	Si O2		Structure, vibrational analysis, and insights into host-guest interactions in as-synthesized pure silica ITQ-12 zeolite by periodic B3LYP calculations	Journal of the American Chemical Society (2007) 129, (37) p. 11512-11523	12	293.00	2007	-1	
173152	P 1 21/c 1	Tc O2	MoO2#VO2	Structural studies of Tc O2 by neutron powder diffraction and first-principles calculation	Journal of the American Chemical Society (2007) 129, (33) p. 10244-10248	4	293.00	2007	-1	
173153	P 1 21/c 1	Tc O2	MoO2#VO2	Structural studies of Tc O2 by neutron powder diffraction and first-principles calculation	Journal of the American Chemical Society (2007) 129, (33) p. 10244-10248	4	293.00	2007	-1	
173556	C 1 2/c 1	Be F2		Isomorphism of anhydrous tetrahedral halides and silicon chalcogenides: energy landscape of crystalline Be F2, Be Cl3, Si O2, and Si S2	Journal of the American Chemical Society (2008) 130, (33) p. 11082-11087	16	293.00	2008	-1	
173557	P -4 3 n	Be F2	BeF2	Isomorphism of anhydrous tetrahedral halides and silicon chalcogenides: energy landscape of crystalline Be F2, Be Cl3, Si O2, and Si S2	Journal of the American Chemical Society (2008) 130, (33) p. 11082-11087	12	293.00	2008	-1	
173558	R -3 m H	Be F2		Isomorphism of anhydrous tetrahedral halides and silicon chalcogenides: energy landscape of crystalline Be F2, Be Cl3, Si O2, and Si S2	Journal of the American Chemical Society (2008) 130, (33) p. 11082-11087	36	293.00	2008	-1	
173559	I -4 3 m	Be Cl2	BeCl2	Isomorphism of anhydrous tetrahedral halides and silicon chalcogenides: energy landscape of crystalline Be F2, Be Cl3, Si O2, and Si S2	Journal of the American Chemical Society (2008) 130, (33) p. 11082-11087	48	293.00	2008	-1	
173560	P 32	Be Cl2		Isomorphism of anhydrous tetrahedral halides and silicon chalcogenides: energy landscape of crystalline Be F2, Be Cl3, Si O2, and Si S2	Journal of the American Chemical Society (2008) 130, (33) p. 11082-11087	9	293.00	2008	-1	
173561	P -4 3 n	Be Cl2	BeF2	Isomorphism of anhydrous tetrahedral halides and silicon chalcogenides: energy landscape of crystalline Be F2, Be Cl3, Si O2, and Si S2	Journal of the American Chemical Society (2008) 130, (33) p. 11082-11087	12	293.00	2008	-1	
173690	F m -3 m	(Zr0.745 Th0.185 Y0.07) O2	Fluorite#CaF2	Lattice parameters, ionic conductivities, and solubility limits in fluorite-structure M O2 oxide (M = Hf(4+), Zr(4+), Ce(4+), Th(4+), U(4+)) solid solutions	Journal of the American Ceramic Society (1989) 72, (8) p. 1415-1421	4	293.00	1989	-1	
173691	F m -3 m	(Zr0.81 Th0.17 Y0.02) O2	Fluorite#CaF2	Lattice parameters, ionic conductivities, and solubility limits in fluorite-structure M O2 oxide (M = Hf(4+), Zr(4+), Ce(4+), Th(4+), U(4+)) solid solutions	Journal of the American Ceramic Society (1989) 72, (8) p. 1415-1421	4	293.00	1989	-1	
173692	F m -3 m	(Zr0.826 Th0.086 Y0.088) O2	Fluorite#CaF2	Lattice parameters, ionic conductivities, and solubility limits in fluorite-structure M O2 oxide (M = Hf(4+), Zr(4+), Ce(4+), Th(4+), U(4+)) solid solutions	Journal of the American Ceramic Society (1989) 72, (8) p. 1415-1421	4	293.00	1989	-1	
173693	F m -3 m	(Zr0.89 Th0.05 Y0.06) O2	Fluorite#CaF2	Lattice parameters, ionic conductivities, and solubility limits in fluorite-structure M O2 oxide (M = Hf(4+), Zr(4+), Ce(4+), Th(4+), U(4+)) solid solutions	Journal of the American Ceramic Society (1989) 72, (8) p. 1415-1421	4	293.00	1989	-1	
173694	F m -3 m	(Zr0.82 Y0.18) O2	Fluorite#CaF2	Lattice parameters, ionic conductivities, and solubility limits in fluorite-structure M O2 oxide (M = Hf(4+), Zr(4+), Ce(4+), Th(4+), U(4+)) solid solutions	Journal of the American Ceramic Society (1989) 72, (8) p. 1415-1421	4	293.00	1989	-1	
174136	F m -3 m	Sc0.5 Al0.4 Mg0.1 D2	Fluorite#CaF2	A new material for hydrogen storage: Sc Al0.8 Mg0.2	Journal of Solid State Chemistry (2009) 182, (11) p. 3113-3117	4	293.00	2009	-1	
174489	P -3 m 1	Ti S2	CdI2(hP3)	The high-pressure phase transition of Ti S2 from first-principles calculations	Solid State Sciences (2010) 12, (10) p. 1786-1790	1	0.00	2010	-1	
174490	P n a m	Ti S2	Cotunnite#PbCl2	The high-pressure phase transition of Ti S2 from first-principles calculations	Solid State Sciences (2010) 12, (10) p. 1786-1790	4	0.00	2010	-1	
180111	P 63/m m c	Cu2 In	Ni2In#Co1.75Ge	Ab initio study of the structural, thermodynamic and electronic properties of the Cu10 In7 intermetallic phase	Journal of Alloys and Compounds (2011) 509,  p. 3238-3245	2	293.00	2011	-1	
180113	P 63/m m c	Cu In2	ZrBeSi	Ab initio study of the structural, thermodynamic and electronic properties of the Cu10 In7 intermetallic phase	Journal of Alloys and Compounds (2011) 509,  p. 3238-3245	2	293.00	2011	-1	
180139	P 6/m m m	Lu B2	AlB2	Mechanical and phonon properties of the superhard Lu B2, Lu B4 and Lu B12 compounds	Journal of Alloys and Compounds (2011) 509,  p. 1711-1715	1	293.00	2011	-1	
180561	P n n m	Li O2	NaO2	Structure, mechanical stability and chemical bond in alkali metal oxides	Journal of Structural Chemistry (2010) 51, (6) p. 1005-1013	2	293.00	2010	-1	
180562	P n n m	Na O2	NaO2	Structure, mechanical stability and chemical bond in alkali metal oxides	Journal of Structural Chemistry (2010) 51, (6) p. 1005-1013	2	293.00	2010	-1	
180563	I 4/m m m	K O2	CaC2-I(I4/mmm)	Structure, mechanical stability and chemical bond in alkali metal oxides	Journal of Structural Chemistry (2010) 51, (6) p. 1005-1013	2	293.00	2010	-1	
180564	I 4/m m m	Rb O2	CaC2-I(I4/mmm)	Structure, mechanical stability and chemical bond in alkali metal oxides	Journal of Structural Chemistry (2010) 51, (6) p. 1005-1013	2	293.00	2010	-1	
180569	F m -3 m	Li2 O	Fluorite#CaF2	Structure, mechanical stability and chemical bond in alkali metal oxides	Journal of Structural Chemistry (2010) 51, (6) p. 1005-1013	4	293.00	2010	-1	
180570	F m -3 m	Na2 O	Fluorite#CaF2	Structure, mechanical stability and chemical bond in alkali metal oxides	Journal of Structural Chemistry (2010) 51, (6) p. 1005-1013	4	293.00	2010	-1	
180571	F m -3 m	K2 O	Fluorite#CaF2	Structure, mechanical stability and chemical bond in alkali metal oxides	Journal of Structural Chemistry (2010) 51, (6) p. 1005-1013	4	293.00	2010	-1	
180572	F m -3 m	Rb2 O	Fluorite#CaF2	Structure, mechanical stability and chemical bond in alkali metal oxides	Journal of Structural Chemistry (2010) 51, (6) p. 1005-1013	4	293.00	2010	-1	
180580	I 4/m m m	Th H2	ThH2	Structural, mechanical, thermodynamic and electronic properties of thorium hydrides from first-principles	Journal of Nuclear Materials (2010) 401,  p. 124-129	2	293.00	2010	-1	
180581	F m -3 m	Th H2	Fluorite#CaF2	Structural, mechanical, thermodynamic and electronic properties of thorium hydrides from first-principles	Journal of Nuclear Materials (2010) 401,  p. 124-129	4	293.00	2010	-1	
180833	F m -3 m	Hf O2	Fluorite#CaF2	Electronic structure, effective masses, mechanical and thermo-acoustic properties of cubic Hf O2 under pressure	Physica Status Solidi B: Basic Solid State Physics (2011) 248, (4) p. 950-955	4	293.00	2011	-1	
180834	F m -3 m	Hf O2	Fluorite#CaF2	Electronic structure, effective masses, mechanical and thermo-acoustic properties of cubic Hf O2 under pressure	Physica Status Solidi B: Basic Solid State Physics (2011) 248, (4) p. 950-955	4	293.00	2011	-1	
181102	P n m a	Mg2 Si	TiNiSi#MgSrSi	Periodic DFT calculation of the pressure-induced phase transition and thermodynamical properties of magnesium silicide polymorphs	Physica B: Condensed Matter (Amsterdam, Netherlands) (2011) 406, (11) p. 2070-2076	4	293.00	2011	-1	
181109	P 42/m n m	Sn O2	Rutile#TiO2	First-principle study of electronic structure and stability of Sn0.5 Sb0.5 O2	Physica B: Condensed Matter (Amsterdam, Netherlands) (2011) 406,  p. 2266-2269	2	293.00	2011	-1	
181110	P 42/m n m	(Sn0.5 Sb0.5) O2	Rutile#TiO2	First-principle study of electronic structure and stability of Sn0.5 Sb0.5 O2	Physica B: Condensed Matter (Amsterdam, Netherlands) (2011) 406,  p. 2266-2269	2	293.00	2011	-1	
181244	F m -3 m	Ca F2	Fluorite#CaF2	Ground state and lattice dynamical study of ionic conductors Ca F2, Sr F2 and Ba F2 using density functional theory	Journal of Physics and Chemistry of Solids (2011) 72, (8) p. 934-939	4	293.00	2011	-1	
181245	F m -3 m	Sr F2	Fluorite#CaF2	Ground state and lattice dynamical study of ionic conductors Ca F2, Sr F2 and Ba F2 using density functional theory	Journal of Physics and Chemistry of Solids (2011) 72, (8) p. 934-939	4	293.00	2011	-1	
181246	F m -3 m	Ba F2	Fluorite#CaF2	Ground state and lattice dynamical study of ionic conductors Ca F2, Sr F2 and Ba F2 using density functional theory	Journal of Physics and Chemistry of Solids (2011) 72, (8) p. 934-939	4	293.00	2011	-1	
181248	F m -3 m	Mg2 Si	Fluorite#CaF2	Energetics of compounds related to Mg2 Si as an anode material for lithium-ion batteries using first principle calculations	Journal of Alloys and Compounds (2011) 509, (30) p. 7877-7880	4	293.00	2011	-1	
181258	P 4/n m m Z	Cu2 Sb	Cu2Sb	Theoretical investigation for Li2 Cu Sb as multifunctional materials: electrode for high capacity rechargeable batteries and novel materials for second harmonic generation	Journal of Alloys and Compounds (2011) 509, (30) p. 7861-7869	2	293.00	2011	-1	
181276	P 42/m n m	Sn O2	Rutile#TiO2	Structure, phase transition, elastic properties of Sn O2 from first-principles analysis	Physica B: Condensed Matter (Amsterdam, Netherlands) (2011) 406, (18) p. 3508-3513	2	0.00	2011	-1	
181277	P 42/m n m	Sn O2	Rutile#TiO2	Structure, phase transition, elastic properties of Sn O2 from first-principles analysis	Physica B: Condensed Matter (Amsterdam, Netherlands) (2011) 406, (18) p. 3508-3513	2	0.00	2011	-1	
