CollectionCode	HMS	StructuredFormula	StructureType	Title	Reference	FormulaUnitsPerCell	Temperature	PublicationYear	Quality	
686315	P -3 m 1	Ti S2	CdI2(hP3)	Thermoelectric properties of semimetals	Physical Review Materials (2019) 3, (9)  Article ID 095401 (p. null-null)	1	293.00	2019	-1	
686316	P -3 m 1	Ti Se2	CdI2(hP3)	Thermoelectric properties of semimetals	Physical Review Materials (2019) 3, (9)  Article ID 095401 (p. null-null)	1	293.00	2019	-1	
686343	P 4/n m m S	Fe2 H		Solubility of deuterium and hydrogen in fcc iron at high pressures and temperatures	Physical Review Materials (2019) 3, (11)  Article ID 113604 (p. null-null)	2	293.00	2019	-1	
686347	P 4/n m m S	Ni2 H		Solubility of deuterium and hydrogen in fcc iron at high pressures and temperatures	Physical Review Materials (2019) 3, (11)  Article ID 113604 (p. null-null)	2	293.00	2019	-1	
686351	P 4/n m m S	Pd2 H		Solubility of deuterium and hydrogen in fcc iron at high pressures and temperatures	Physical Review Materials (2019) 3, (11)  Article ID 113604 (p. null-null)	2	293.00	2019	-1	
686355	P 4/n m m S	Rh2 H		Solubility of deuterium and hydrogen in fcc iron at high pressures and temperatures	Physical Review Materials (2019) 3, (11)  Article ID 113604 (p. null-null)	2	293.00	2019	-1	
686363	P 63/m m c	Sc2 Al	Ni2In#Co1.75Ge	Materials synthesis, neutron powder diffraction, and first-principles calculations of (Mo$_x$Sc$_{1−x}$)$_2$AlC i−MAX phase used as parent material for MXene derivation	Physical Review Materials (2019) 3, (11)  Article ID 113607 (p. null-null)	2	293.00	2019	-1	
686398	P -1	Cu2 Se		Predicting copper gallium diselenide and band structure engineering through order-disordered transition	Physical Review Materials (2019) 3, (12)  Article ID 125405 (p. null-null)	2	293.00	2019	-1	
686399	C 1 m 1	Cu2 Se		Predicting copper gallium diselenide and band structure engineering through order-disordered transition	Physical Review Materials (2019) 3, (12)  Article ID 125405 (p. null-null)	8	293.00	2019	-1	
686400	C 1 2/m 1	Cu2 Se		Predicting copper gallium diselenide and band structure engineering through order-disordered transition	Physical Review Materials (2019) 3, (12)  Article ID 125405 (p. null-null)	4	293.00	2019	-1	
686401	P 1 21/c 1	Cu2 Se		Predicting copper gallium diselenide and band structure engineering through order-disordered transition	Physical Review Materials (2019) 3, (12)  Article ID 125405 (p. null-null)	4	293.00	2019	-1	
686402	P m n 21	Cu2 Se	CoSSb	Predicting copper gallium diselenide and band structure engineering through order-disordered transition	Physical Review Materials (2019) 3, (12)  Article ID 125405 (p. null-null)	2	293.00	2019	-1	
686403	P 43 21 2	Cu2 Se		Predicting copper gallium diselenide and band structure engineering through order-disordered transition	Physical Review Materials (2019) 3, (12)  Article ID 125405 (p. null-null)	4	293.00	2019	-1	
686404	F -4 3 m	Cu2 Se	Heusler(half)#AlLiSi#MgAgAs	Predicting copper gallium diselenide and band structure engineering through order-disordered transition	Physical Review Materials (2019) 3, (12)  Article ID 125405 (p. null-null)	4	293.00	2019	-1	
686405	F m -3 m	Cu2 Se	Fluorite#CaF2	Predicting copper gallium diselenide and band structure engineering through order-disordered transition	Physical Review Materials (2019) 3, (12)  Article ID 125405 (p. null-null)	4	293.00	2019	-1	
686487	P 42/m n m	Sn O2	Rutile#TiO2	DFT-based study of the structural, electronic and hyperfine properties of the semiconducting alloys Sn$_{1-x}$Ti$_x$O$_2$. HSE06 and non-regular TB-mBJ approach	Materials Chemistry and Physics (2019) 237,   Article ID 121874 (p. null-null)	2	293.00	2019	-1	
686488	P 42/m n m	Ti O2	Rutile#TiO2	DFT-based study of the structural, electronic and hyperfine properties of the semiconducting alloys Sn$_{1-x}$Ti$_x$O$_2$. HSE06 and non-regular TB-mBJ approach	Materials Chemistry and Physics (2019) 237,   Article ID 121874 (p. null-null)	2	293.00	2019	-1	
686496	I 4/m c m	V N2		Theoretical investigation on vanadium dinitrides from first-principles calculations	Ceramics International (2019) 45, (2) p. 2457-2465	4	293.00	2019	-1	
686503	R -3 m H	Fe N2		Pressure and temperature effect of hexagonal phase FeN$_2$: A first-principle study	Ceramics International (2019) 45, (9) p. 11776-11783	3	293.00	2019	-1	
686654	P n -3 m S	Cu2 O	Cuprite#Cu2O	Density functional theory study explaining the underperformance of copper oxides as photovoltaic absorbers	Physical Review B: Condensed Matter and Materials Physics (2019) 99, (3)  Article ID 035154 (p. null-null)	2	293.00	2019	-1	
686717	P -3 m 1	Ti S2	CdI2(hP3)	Anisotropic thermal transport in magnetic intercalates Fe$_x$TiS$_2$	Physical Review B: Condensed Matter and Materials Physics (2019) 99, (8)  Article ID 085422 (p. null-null)	1	293.00	2019	-1	
686733	C m c m	Ca Bi2	ZrSi2	Electron-phonon superconductivity in CaBi$_2$ and the role of spin-orbit interaction	Physical Review B: Condensed Matter and Materials Physics (2019) 99, (10)  Article ID 104520 (p. null-null)	4	293.00	2019	-1	
686766	C 1 2/m 1	Ti S2		Robust double Weyl semimetal phase in a nonmagnetic hexagonal lattice system	Physical Review B: Condensed Matter and Materials Physics (2019) 99, (16)  Article ID 165119 (p. null-null)	8	293.00	2019	-1	
686767	P -6 2 m	Ti S2	ZrNiAl#Mg2In	Robust double Weyl semimetal phase in a nonmagnetic hexagonal lattice system	Physical Review B: Condensed Matter and Materials Physics (2019) 99, (16)  Article ID 165119 (p. null-null)	3	293.00	2019	-1	
686768	P -3 m 1	Ti S2	CdI2(hP3)	Robust double Weyl semimetal phase in a nonmagnetic hexagonal lattice system	Physical Review B: Condensed Matter and Materials Physics (2019) 99, (16)  Article ID 165119 (p. null-null)	1	293.00	2019	-1	
686987	C m c a	K2 In		Unusual structure and chemical behavior of potassium-indium under pressure	Solid State Communications (2019) 287,  p. 77-82	8	293.00	2019	-1	
686989	P 6/m m m	K In2		Unusual structure and chemical behavior of potassium-indium under pressure	Solid State Communications (2019) 287,  p. 77-82	1	293.00	2019	-1	
686996	F m -3 m	Os2 C	Fluorite#CaF2	First principles study of structural, electronic and mechanical properties of metal carbides M$_2$C and MC$_2$ (M= Os, Ir, Pt)	Solid State Communications (2019) 291,  p. 43-50	4	293.00	2019	-1	
686997	F m -3 m	Os C2	Fluorite#CaF2	First principles study of structural, electronic and mechanical properties of metal carbides M$_2$C and MC$_2$ (M= Os, Ir, Pt)	Solid State Communications (2019) 291,  p. 43-50	4	293.00	2019	-1	
686998	F m -3 m	Ir2 C	Fluorite#CaF2	First principles study of structural, electronic and mechanical properties of metal carbides M$_2$C and MC$_2$ (M= Os, Ir, Pt)	Solid State Communications (2019) 291,  p. 43-50	4	293.00	2019	-1	
686999	F m -3 m	Ir C2	Fluorite#CaF2	First principles study of structural, electronic and mechanical properties of metal carbides M$_2$C and MC$_2$ (M= Os, Ir, Pt)	Solid State Communications (2019) 291,  p. 43-50	4	293.00	2019	-1	
687000	F m -3 m	Pt2 C	Fluorite#CaF2	First principles study of structural, electronic and mechanical properties of metal carbides M$_2$C and MC$_2$ (M= Os, Ir, Pt)	Solid State Communications (2019) 291,  p. 43-50	4	293.00	2019	-1	
687001	F m -3 m	Pt C2	Fluorite#CaF2	First principles study of structural, electronic and mechanical properties of metal carbides M$_2$C and MC$_2$ (M= Os, Ir, Pt)	Solid State Communications (2019) 291,  p. 43-50	4	293.00	2019	-1	
687003	C 1 2/m 1	P2 S		Pressure-induced structures and properties in P–S compounds	Solid State Communications (2019) 293,  p. 6-10	4	293.00	2019	-1	
687004	C 1 2/m 1	P2 S		Pressure-induced structures and properties in P–S compounds	Solid State Communications (2019) 293,  p. 6-10	4	293.00	2019	-1	
687006	C 1 2/m 1	P S2		Pressure-induced structures and properties in P–S compounds	Solid State Communications (2019) 293,  p. 6-10	2	293.00	2019	-1	
687007	P -3 m 1	P S2		Pressure-induced structures and properties in P–S compounds	Solid State Communications (2019) 293,  p. 6-10	1	293.00	2019	-1	
687010	I 4/m m m	Ge2 Sn		Pressure-induced formation of bulk Ge-Sn compounds with high concentration of Sn	Solid State Communications (2019) 293,  p. 48-52	2	293.00	2019	-1	
687013	F d -3 m S	Ca Pt2	Laves(cub)#MgCu2	MgCu$_2$-type laves phases CaPt$_2$, SrPd$_2$ and SrPt$_2$. A DFT based ab-initio investigation	Solid State Communications (2019) 296,  p. 1-7	8	293.00	2019	-1	
687014	F d -3 m S	Sr Pd2	Laves(cub)#MgCu2	MgCu$_2$-type laves phases CaPt$_2$, SrPd$_2$ and SrPt$_2$. A DFT based ab-initio investigation	Solid State Communications (2019) 296,  p. 1-7	8	293.00	2019	-1	
687015	F d -3 m S	Sr Pt2	Laves(cub)#MgCu2	MgCu$_2$-type laves phases CaPt$_2$, SrPd$_2$ and SrPt$_2$. A DFT based ab-initio investigation	Solid State Communications (2019) 296,  p. 1-7	8	293.00	2019	-1	
687025	F d -3 m Z	Dy Fe2	Laves(cub)#MgCu2	Electronic structure of REFe$_2$ (RE = Dy, Ho and Er) intermetallic compounds. Ab initio spin-density functional theory	Solid State Communications (2019) 296,  p. 42-48	8	293.00	2019	-1	
687026	F d -3 m Z	Ho Fe2	Laves(cub)#MgCu2	Electronic structure of REFe$_2$ (RE = Dy, Ho and Er) intermetallic compounds. Ab initio spin-density functional theory	Solid State Communications (2019) 296,  p. 42-48	8	293.00	2019	-1	
687027	F d -3 m Z	Er Fe2	Laves(cub)#MgCu2	Electronic structure of REFe$_2$ (RE = Dy, Ho and Er) intermetallic compounds. Ab initio spin-density functional theory	Solid State Communications (2019) 296,  p. 42-48	8	293.00	2019	-1	
687042	I 4/m m m	Zr2 Pd	CuZr2	Local structure study of Hf dopants in Zr$_2$Pd and ZrPd$_2$ intermetallics	Intermetallics (2019) 107,  p. 93-102	2	293.00	2019	-1	
687043	I 4/m m m	Zr Pd2	AlCr2#MoSi2	Local structure study of Hf dopants in Zr$_2$Pd and ZrPd$_2$ intermetallics	Intermetallics (2019) 107,  p. 93-102	2	293.00	2019	-1	
687046	F d -3 m S	Zr Fe2	Laves(cub)#MgCu2	Thermodynamic and physical properties of Zr$_3$Fe and ZrFe$_2$ intermetallic compounds	Intermetallics (2019) 109,  p. 189-196	8	293.00	2019	-1	
687123	P 63 m c	Ta H2	LiGaGe	Synthesis and stability of tantalum hydride at high pressures	Physical Review B: Condensed Matter and Materials Physics (2019) 99, (22)  Article ID 224504 (p. null-null)	2	293.00	2019	-1	
687124	P n m a	Ta H2		Synthesis and stability of tantalum hydride at high pressures	Physical Review B: Condensed Matter and Materials Physics (2019) 99, (22)  Article ID 224504 (p. null-null)	4	293.00	2019	-1	
687150	P c a 21	Au2 Pb		Ground states of Au$_2$Pb and pressure-enhanced superconductivity	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (6)  Article ID 060103(R) (p. null-null)	8	293.00	2019	-1	
687151	P b c n	Au2 Pb		Ground states of Au$_2$Pb and pressure-enhanced superconductivity	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (6)  Article ID 060103(R) (p. null-null)	8	293.00	2019	-1	
687152	I -4 2 d	Au2 Pb		Ground states of Au$_2$Pb and pressure-enhanced superconductivity	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (6)  Article ID 060103(R) (p. null-null)	4	293.00	2019	-1	
687153	F d -3 m S	Au2 Pb	Laves(cub)#MgCu2	Ground states of Au$_2$Pb and pressure-enhanced superconductivity	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (6)  Article ID 060103(R) (p. null-null)	8	293.00	2019	-1	
687180	P 1	Bi0.33 In0.67		Ab initio investigation of the elastic properties of bismuth-based alloys	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (10)  Article ID 104105 (p. 1-8)	6	293.00	2019	-1	
687181	P 1	Bi0.33 Sb0.67		Ab initio investigation of the elastic properties of bismuth-based alloys	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (10)  Article ID 104105 (p. 1-8)	6	293.00	2019	-1	
687182	P 1	Bi0.33 Sn0.67		Ab initio investigation of the elastic properties of bismuth-based alloys	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (10)  Article ID 104105 (p. 1-8)	6	293.00	2019	-1	
687183	P 1	Bi0.33 Te0.67		Ab initio investigation of the elastic properties of bismuth-based alloys	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (10)  Article ID 104105 (p. 1-8)	6	293.00	2019	-1	
687184	P 1	Bi0.67 In0.33		Ab initio investigation of the elastic properties of bismuth-based alloys	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (10)  Article ID 104105 (p. 1-8)	6	293.00	2019	-1	
687185	P 1	Bi0.67 Sb0.33		Ab initio investigation of the elastic properties of bismuth-based alloys	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (10)  Article ID 104105 (p. 1-8)	6	293.00	2019	-1	
687186	P 1	Bi0.67 Sn0.33		Ab initio investigation of the elastic properties of bismuth-based alloys	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (10)  Article ID 104105 (p. 1-8)	6	293.00	2019	-1	
687187	P 1	Bi0.67 Te0.33		Ab initio investigation of the elastic properties of bismuth-based alloys	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (10)  Article ID 104105 (p. 1-8)	6	293.00	2019	-1	
687198	P -3 m 1	B S2		Phase diagrams and electronic properties of B-S and H-B-S systems under high pressure	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (13)  Article ID 134110 (p. null-null)	1	293.00	2019	-1	
687200	F d -3 m Z	Y Fe2	Laves(cub)#MgCu2	Electronic specific heat coefficient and magnetic properties of Y(Fe$_{1−x}$Co$_x$)$_2$ Laves phases: A combined experimental and first-principles study	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (13) p. null-null	8	293.00	2019	-1	
687204	P 4/m b m	Li O2		Predicted lithium oxide compounds and superconducting low-pressure LiO$_4$	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (14)  Article ID 144104 (p. null-null)	2	293.00	2019	-1	
687235	P 63/m m c	Mo S2	MoS2(4H)	Can lithium form phases with molybdenum?	Journal of Solid State Chemistry (2019) 271,  p. 230-238	2	293.00	2019	-1	
687240	C 1 2/m 1	Li Mo2		Can lithium form phases with molybdenum?	Journal of Solid State Chemistry (2019) 271,  p. 230-238	2	293.00	2019	-1	
687243	I m m a	Li2 Mo	CeCu2	Can lithium form phases with molybdenum?	Journal of Solid State Chemistry (2019) 271,  p. 230-238	4	293.00	2019	-1	
687244	I 4/m m m	Li2 Mo	CuZr2	Can lithium form phases with molybdenum?	Journal of Solid State Chemistry (2019) 271,  p. 230-238	2	293.00	2019	-1	
687256	P -3 m 1	V2 C	CdI2(hP3)	Anisotropies in elastic properties and thermal conductivities of trigonal TM$_2$C (TM = V, Nb, Ta) carbides	Solid State Sciences (2019) 98,   Article ID 106027 (p. null-null)	1	293.00	2019	-1	
687257	P -3 m 1	Nb2 C	CdI2(hP3)	Anisotropies in elastic properties and thermal conductivities of trigonal TM$_2$C (TM = V, Nb, Ta) carbides	Solid State Sciences (2019) 98,   Article ID 106027 (p. null-null)	1	293.00	2019	-1	
687258	P -3 m 1	Ta2 C	CdI2(hP3)	Anisotropies in elastic properties and thermal conductivities of trigonal TM$_2$C (TM = V, Nb, Ta) carbides	Solid State Sciences (2019) 98,   Article ID 106027 (p. null-null)	1	293.00	2019	-1	
687355	F m -3 m	Ce O2	Fluorite#CaF2	Validation of defect association energy on modulating oxygen ionic conductivity in low temperature solid oxide fuel cell	Journal of Power Sources (2020) 480,   Article ID 229106 (p. null-null)	4	293.00	2020	-1	
687364	F m -3 m	Au Al2	Fluorite#CaF2	Theoretical approach for calculation of dielectric functions of plasmonic nanoparticles of noble metals, magnesium and their alloys	Optical Materials (Amsterdam, Netherlands) (2020) 109,   Article ID 110264 (p. null-null)	4	293.00	2020	-1	
687442	P 1 1 2/m	Al2 H		Ab initio study of metallic aluminum hydrides at high pressures	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (17)  Article ID 174105 (p. null-null)	4	293.00	2019	-1	
687443	R -3 H	Al2 H	Na2UI6	Ab initio study of metallic aluminum hydrides at high pressures	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (17)  Article ID 174105 (p. null-null)	9	293.00	2019	-1	
687444	P 3 1 2	Al2 H		Ab initio study of metallic aluminum hydrides at high pressures	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (17)  Article ID 174105 (p. null-null)	3	293.00	2019	-1	
687445	P -3 m 1	Al2 H	CdI2(hP3)	Ab initio study of metallic aluminum hydrides at high pressures	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (17)  Article ID 174105 (p. null-null)	1	293.00	2019	-1	
687446	A 1 1 2	Al2 H		Ab initio study of metallic aluminum hydrides at high pressures	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (17)  Article ID 174105 (p. null-null)	8	293.00	2019	-1	
687449	P 1	Al H2		Ab initio study of metallic aluminum hydrides at high pressures	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (17)  Article ID 174105 (p. null-null)	6	293.00	2019	-1	
687450	P 4/n m m Z	Al H2	Cu2Sb	Ab initio study of metallic aluminum hydrides at high pressures	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (17)  Article ID 174105 (p. null-null)	2	293.00	2019	-1	
687451	I m m 2	Al H2		Ab initio study of metallic aluminum hydrides at high pressures	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (17)  Article ID 174105 (p. null-null)	6	293.00	2019	-1	
687452	I m a 2	Al H2		Ab initio study of metallic aluminum hydrides at high pressures	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (17)  Article ID 174105 (p. null-null)	8	293.00	2019	-1	
687475	P -3 m 1	Mn2 H	CdI2(hP3)	Manganese hydrides and superhydrides at high pressure	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (22)  Article ID 224102 (p. null-null)	1	293.00	2019	-1	
687477	I 4/m m m	Mn H2	La2Sb	Manganese hydrides and superhydrides at high pressure	Physical Review B: Condensed Matter and Materials Physics (2019) 100, (22)  Article ID 224102 (p. null-null)	4	293.00	2019	-1	
687504	P 63/m m c	H2 O	Tridymite#SiO2	A new theoretical model for hexagonal ice, Ih(d), from first principles investigations	Zeitschrift fuer Naturforschung, B: A Journal of Chemical Sciences (2020) 75, (1-2) p. null-null	4	293.00	2020	-1	
687555	F d -3 m Z	Gd Co2	Laves(cub)#MgCu2	Correlation effect on the electronic structure of RECo$_2$ (RE= Gd and Eu) intermetallic compounds: A comparative study	Computational Condensed Matter (2020) 24,   Article ID e00487 (p. null-null)	8	293.00	2020	-1	
687556	F d -3 m Z	Eu Co2	Laves(cub)#MgCu2	Correlation effect on the electronic structure of RECo$_2$ (RE= Gd and Eu) intermetallic compounds: A comparative study	Computational Condensed Matter (2020) 24,   Article ID e00487 (p. null-null)	8	293.00	2020	-1	
