CollectionCode	HMS	StructuredFormula	StructureType	Title	Reference	FormulaUnitsPerCell	Temperature	PublicationYear	Quality	
676698	P 63/m m c	Li2 S	Ni2In#Co1.75Ge	Structural phase transitions in Li$_2$S, Na$_2$S and K$_2$S under compression	Journal of Alloys and Compounds (2017) 710,  p. 460-467	2	293.00	2017	-1	
676699	P 6/m m m	Li2 S		Structural phase transitions in Li$_2$S, Na$_2$S and K$_2$S under compression	Journal of Alloys and Compounds (2017) 710,  p. 460-467	1	293.00	2017	-1	
676700	F d -3 m S	Li2 S	Laves(cub)#MgCu2	Structural phase transitions in Li$_2$S, Na$_2$S and K$_2$S under compression	Journal of Alloys and Compounds (2017) 710,  p. 460-467	8	293.00	2017	-1	
676701	F m -3 m	Na2 S	Fluorite#CaF2	Structural phase transitions in Li$_2$S, Na$_2$S and K$_2$S under compression	Journal of Alloys and Compounds (2017) 710,  p. 460-467	4	293.00	2017	-1	
676702	P n m a	Na2 S	TiNiSi#MgSrSi	Structural phase transitions in Li$_2$S, Na$_2$S and K$_2$S under compression	Journal of Alloys and Compounds (2017) 710,  p. 460-467	4	293.00	2017	-1	
676703	P 63/m m c	Na2 S	Ni2In#Co1.75Ge	Structural phase transitions in Li$_2$S, Na$_2$S and K$_2$S under compression	Journal of Alloys and Compounds (2017) 710,  p. 460-467	2	293.00	2017	-1	
676704	P 6/m m m	Na2 S		Structural phase transitions in Li$_2$S, Na$_2$S and K$_2$S under compression	Journal of Alloys and Compounds (2017) 710,  p. 460-467	1	293.00	2017	-1	
676705	I m m a	Na2 S	CeCu2	Structural phase transitions in Li$_2$S, Na$_2$S and K$_2$S under compression	Journal of Alloys and Compounds (2017) 710,  p. 460-467	4	293.00	2017	-1	
676706	F m -3 m	K2 S	Fluorite#CaF2	Structural phase transitions in Li$_2$S, Na$_2$S and K$_2$S under compression	Journal of Alloys and Compounds (2017) 710,  p. 460-467	4	293.00	2017	-1	
676707	P n m a	K2 S	TiNiSi#MgSrSi	Structural phase transitions in Li$_2$S, Na$_2$S and K$_2$S under compression	Journal of Alloys and Compounds (2017) 710,  p. 460-467	4	293.00	2017	-1	
676708	P 63/m m c	K2 S	Ni2In#Co1.75Ge	Structural phase transitions in Li$_2$S, Na$_2$S and K$_2$S under compression	Journal of Alloys and Compounds (2017) 710,  p. 460-467	2	293.00	2017	-1	
676709	C m c m	K2 S		Structural phase transitions in Li$_2$S, Na$_2$S and K$_2$S under compression	Journal of Alloys and Compounds (2017) 710,  p. 460-467	4	293.00	2017	-1	
676710	P -3 m 1	K2 S		Structural phase transitions in Li$_2$S, Na$_2$S and K$_2$S under compression	Journal of Alloys and Compounds (2017) 710,  p. 460-467	1	293.00	2017	-1	
676799	P 6/m m m	Mg B2	AlB2	Phonon dispersion anomalies and superconductivity in metal substituted MgB$_2$	Computational Materials Science (2017) 130,  p. 191-203	1	293.00	2017	-1	
676800	P 6/m m m	Mg0.875 Sc0.125 B2	AlB2	Phonon dispersion anomalies and superconductivity in metal substituted MgB$_2$	Computational Materials Science (2017) 130,  p. 191-203	1	293.00	2017	-1	
676801	P 6/m m m	Mg0.857 Sc0.143 B2	AlB2	Phonon dispersion anomalies and superconductivity in metal substituted MgB$_2$	Computational Materials Science (2017) 130,  p. 191-203	1	293.00	2017	-1	
676802	P 6/m m m	Mg0.833 Sc0.167 B2	AlB2	Phonon dispersion anomalies and superconductivity in metal substituted MgB$_2$	Computational Materials Science (2017) 130,  p. 191-203	1	293.00	2017	-1	
676803	P 6/m m m	Mg0.8 Sc0.2 B2	AlB2	Phonon dispersion anomalies and superconductivity in metal substituted MgB$_2$	Computational Materials Science (2017) 130,  p. 191-203	1	293.00	2017	-1	
676804	P 6/m m m	Mg0.75 Sc0.25 B2	AlB2	Phonon dispersion anomalies and superconductivity in metal substituted MgB$_2$	Computational Materials Science (2017) 130,  p. 191-203	1	293.00	2017	-1	
676805	P 6/m m m	Mg0.667 Sc0.333 B2	AlB2	Phonon dispersion anomalies and superconductivity in metal substituted MgB$_2$	Computational Materials Science (2017) 130,  p. 191-203	1	293.00	2017	-1	
676806	P 6/m m m	Mg0.5 Sc0.5 B2	AlB2	Phonon dispersion anomalies and superconductivity in metal substituted MgB$_2$	Computational Materials Science (2017) 130,  p. 191-203	1	293.00	2017	-1	
676807	P 6/m m m	Mg0.333 Sc0.667 B2	AlB2	Phonon dispersion anomalies and superconductivity in metal substituted MgB$_2$	Computational Materials Science (2017) 130,  p. 191-203	1	293.00	2017	-1	
676808	P 6/m m m	Mg0.75 Ti0.25 B2	AlB2	Phonon dispersion anomalies and superconductivity in metal substituted MgB$_2$	Computational Materials Science (2017) 130,  p. 191-203	1	293.00	2017	-1	
676809	P 6/m m m	Mg0.67 Ti0.33 B2	AlB2	Phonon dispersion anomalies and superconductivity in metal substituted MgB$_2$	Computational Materials Science (2017) 130,  p. 191-203	1	293.00	2017	-1	
676810	P 6/m m m	Mg0.5 Ti0.5 B2	AlB2	Phonon dispersion anomalies and superconductivity in metal substituted MgB$_2$	Computational Materials Science (2017) 130,  p. 191-203	1	293.00	2017	-1	
676811	P 6/m m m	Mg0.67 Cd0.33 B2	AlB2	Phonon dispersion anomalies and superconductivity in metal substituted MgB$_2$	Computational Materials Science (2017) 130,  p. 191-203	1	293.00	2017	-1	
676812	P 6/m m m	Mg0.5 Cd0.5 B2	AlB2	Phonon dispersion anomalies and superconductivity in metal substituted MgB$_2$	Computational Materials Science (2017) 130,  p. 191-203	1	293.00	2017	-1	
676813	P 6/m m m	Mg0.34 Cd0.66 B2	AlB2	Phonon dispersion anomalies and superconductivity in metal substituted MgB$_2$	Computational Materials Science (2017) 130,  p. 191-203	1	293.00	2017	-1	
676826	P 4/n m m Z	U Sb2	UP2#UAs2	Occupation deficiency in layered structures of UNi$_x$Sb$_2$ (0 $\leq$ x $\leq$ 1) studied by density functional theory supercell calculations	Computational Materials Science (2017) 134,  p. 166-170	2	293.00	2017	-1	
676862	P 6/m m m	Nb B2	AlB2	First-principles calculations for the mechanical properties of Ti-Nb-B$_2$ solid solutions	Computational Materials Science (2017) 129,  p. 82-88	1	293.00	2017	-1	
676863	P 6/m m m	Ti B2	AlB2	First-principles calculations for the mechanical properties of Ti-Nb-B$_2$ solid solutions	Computational Materials Science (2017) 129,  p. 82-88	1	293.00	2017	-1	
676864	P 6/m m m	Ti0.75 Nb0.25 B2	AlB2	First-principles calculations for the mechanical properties of Ti-Nb-B$_2$ solid solutions	Computational Materials Science (2017) 129,  p. 82-88	1	293.00	2017	-1	
676865	P 6/m m m	Ti0.5 Nb0.5 B2	AlB2	First-principles calculations for the mechanical properties of Ti-Nb-B$_2$ solid solutions	Computational Materials Science (2017) 129,  p. 82-88	1	293.00	2017	-1	
676866	P 6/m m m	Ti0.25 Nb0.75 B2	AlB2	First-principles calculations for the mechanical properties of Ti-Nb-B$_2$ solid solutions	Computational Materials Science (2017) 129,  p. 82-88	1	293.00	2017	-1	
676902	F m -3 m	Th O2	Fluorite#CaF2	First-principles study of fission product stability and clustering in ThO$_2$	Computational Materials Science (2017) 137,  p. 186-194	4	293.00	2017	-1	
676911	P 63/m m c	Mg Al2	Laves(2H)#MgZn2	The investigation on a universal local structural feature in Mg–Al alloys	Computational Materials Science (2017) 140,  p. 224-234	4	293.00	2017	-1	
676912	F d -3 m Z	Mg Al2	Laves(cub)#MgCu2	The investigation on a universal local structural feature in Mg–Al alloys	Computational Materials Science (2017) 140,  p. 224-234	8	293.00	2017	-1	
676913	P 63/m m c	Mg Al2	Laves(4H)#MgNi2	The investigation on a universal local structural feature in Mg–Al alloys	Computational Materials Science (2017) 140,  p. 224-234	8	293.00	2017	-1	
676946	P -6 m 2	W N2	OsC2	Crystal structure of and displacive phase transition in tungsten nitride WN	Journal of Alloys and Compounds (2017) 722,  p. 517-524	1	293.00	2017	-1	
676947	P 4/m b m	W N2		Crystal structure of and displacive phase transition in tungsten nitride WN	Journal of Alloys and Compounds (2017) 722,  p. 517-524	2	293.00	2017	-1	
676976	P n a 21	Au8 Si4	CdP2	Theoretical search for possible Au-Si crystal structures using a genetic algorithm	Physical Review B: Condensed Matter and Materials Physics (2017) 95, (13) p. 134109-134109	1	293.00	2017	-1	
676979	C 2 2 21	Au16 Si8		Theoretical search for possible Au-Si crystal structures using a genetic algorithm	Physical Review B: Condensed Matter and Materials Physics (2017) 95, (13) p. 134109-134109	1	293.00	2017	-1	
677020	C m c m	K2 S		Structural stability and electronic property in K$_2$S under pressure	RSC Advances (2017) 7, (12) p. 7424-7430	4	293.00	2017	-1	
677021	P -3 m 1	K2 S		Structural stability and electronic property in K$_2$S under pressure	RSC Advances (2017) 7, (12) p. 7424-7430	1	293.00	2017	-1	
677022	P 6/m m m	K2 S	CaHg2	Structural stability and electronic property in K$_2$S under pressure	RSC Advances (2017) 7, (12) p. 7424-7430	1	293.00	2017	-1	
677023	P 63/m m c	K2 S	Ni2In#Co1.75Ge	Structural stability and electronic property in K$_2$S under pressure	RSC Advances (2017) 7, (12) p. 7424-7430	2	293.00	2017	-1	
677027	F m -3 m	Ce O2	Fluorite#CaF2	Effects of Mn-doped ceria oxygen-storage material on oxidation activity of diesel soot	RSC Advances (2017) 7, (12) p. 7406-7412	4	293.00	2017	-1	
677028	I m m m	Mn B2		A first-principles investigation of a new hard multi-layered MnB$_2$ structure	RSC Advances (2017) 7, (17) p. 10559-10563	6	293.00	2017	-1	
677029	P 42/m n m	Zr2 N		First-principles study of Zr–N crystalline phases: phase stability, electronic and mechanical properties	RSC Advances (2017) 7, (8) p. 4697-4703	2	293.00	2017	-1	
677045	P n m a	Ca2 Si	TiNiSi#MgSrSi	Structural stability and thermoelectric property optimization of Ca$_2$Si	RSC Advances (2017) 7, (15) p. 8936-8943	4	293.00	2017	-1	
677046	R 3 m H	Ca2 Si	MoS2(3R)	Structural stability and thermoelectric property optimization of Ca$_2$Si	RSC Advances (2017) 7, (15) p. 8936-8943	3	293.00	2017	-1	
677047	P n -3 m S	Ca2 Si		Structural stability and thermoelectric property optimization of Ca$_2$Si	RSC Advances (2017) 7, (15) p. 8936-8943	2	293.00	2017	-1	
677048	F m -3 m	Ca2 Si	Fluorite#CaF2	Structural stability and thermoelectric property optimization of Ca$_2$Si	RSC Advances (2017) 7, (15) p. 8936-8943	4	293.00	2017	-1	
677078	C 1 2/m 1	V O2		High-performance thermal sensitive VO$_2$(B) thin films prepared by sputtering with TiO$_2$(A) buffer layer and first-principles calculations study	RSC Advances (2017) 7, (47) p. 29496-29504	8	293.00	2017	-1	
677089	F d -3 m Z	Mg Cu2	Laves(cub)#MgCu2	Computational assisted design of the favored composition for metallic glass formation in a Ca–Mg–Cu system	RSC Advances (2017) 7, (62) p. 39082-39088	8	293.00	2017	-1	
677099	P n -3 m S	Cu2 O	Cuprite#Cu2O	Physical and chemical properties of Cu(I) compounds with O and/or H	Dalton Transactions (2017) 46, (2) p. 529-538	2	293.00	2017	-1	
677121	F m -3 m	Ce0.75 Ti0.25 O2	Fluorite#CaF2	A combined experimental and computational study of water-gas shift reaction over rod-shaped Ce$_{0.75}$M$_{0.25}$O$_2$ (M = Ti, Zr, and Mn) supported Cu catalysts	International Journal of Hydrogen Energy (2017) 42, (51) p. 30086-30097	4	293.00	2017	-1	
677122	F m -3 m	Ce0.75 Zr0.25 O2	Fluorite#CaF2	A combined experimental and computational study of water-gas shift reaction over rod-shaped Ce$_{0.75}$M$_{0.25}$O$_2$ (M = Ti, Zr, and Mn) supported Cu catalysts	International Journal of Hydrogen Energy (2017) 42, (51) p. 30086-30097	4	293.00	2017	-1	
677123	F m -3 m	Ce O2	Fluorite#CaF2	A combined experimental and computational study of water-gas shift reaction over rod-shaped Ce$_{0.75}$M$_{0.25}$O$_2$ (M = Ti, Zr, and Mn) supported Cu catalysts	International Journal of Hydrogen Energy (2017) 42, (51) p. 30086-30097	4	293.00	2017	-1	
677136	P 63/m m c	Hf Mo2	Laves(2H)#MgZn2	First-principles studies of the structural, elastic, and lattice dynamical properties of ZrMo$_2$ and HfMo$_2$	Phase Transitions (2017) 90, (6) p. 598-609	4	293.00	2017	-1	
677137	F d -3 m Z	Hf Mo2	Laves(cub)#MgCu2	First-principles studies of the structural, elastic, and lattice dynamical properties of ZrMo$_2$ and HfMo$_2$	Phase Transitions (2017) 90, (6) p. 598-609	8	293.00	2017	-1	
677138	I m m a	Hf Mo2	CeCu2	First-principles studies of the structural, elastic, and lattice dynamical properties of ZrMo$_2$ and HfMo$_2$	Phase Transitions (2017) 90, (6) p. 598-609	4	293.00	2017	-1	
677139	P 63/m m c	Zr Mo2	Laves(2H)#MgZn2	First-principles studies of the structural, elastic, and lattice dynamical properties of ZrMo$_2$ and HfMo$_2$	Phase Transitions (2017) 90, (6) p. 598-609	4	293.00	2017	-1	
677140	F d -3 m Z	Zr Mo2	Laves(cub)#MgCu2	First-principles studies of the structural, elastic, and lattice dynamical properties of ZrMo$_2$ and HfMo$_2$	Phase Transitions (2017) 90, (6) p. 598-609	8	293.00	2017	-1	
677141	I m m a	Zr Mo2	CeCu2	First-principles studies of the structural, elastic, and lattice dynamical properties of ZrMo$_2$ and HfMo$_2$	Phase Transitions (2017) 90, (6) p. 598-609	4	293.00	2017	-1	
677184	P n n m	Nb2 C		Structural, mechanical and electronic properties of Nb$_2$C: first-principles calculations	RSC Advances (2017) 7, (53) p. 33402-33407	2	293.00	2017	-1	
677185	F m -3 m	Li2 O	Fluorite#CaF2	Dissociation mechanism of H$_2$ molecule on the Li$_2$O/hydrogenated-Li$_2$O (111) surface from first principles calculations	RSC Advances (2017) 7, (56) p. 35239-35250	4	293.00	2017	-1	
677188	F d -3 m Z	Ce Co2	Laves(cub)#MgCu2	New phases of 3d-transition metal–cerium binary compounds: an extensive structural search	RSC Advances (2017) 7, (64) p. 40486-40498	8	293.00	2017	-1	
677190	F d -3 m Z	Ce Fe2	Laves(cub)#MgCu2	New phases of 3d-transition metal–cerium binary compounds: an extensive structural search	RSC Advances (2017) 7, (64) p. 40486-40498	8	293.00	2017	-1	
677192	F d -3 m Z	Ce Ni2	Laves(cub)#MgCu2	New phases of 3d-transition metal–cerium binary compounds: an extensive structural search	RSC Advances (2017) 7, (64) p. 40486-40498	8	293.00	2017	-1	
677199	F m -3 m	Li2 S	Fluorite#CaF2	Insulator-to-metal transition of lithium–sulfur battery	RSC Advances (2017) 7, (70) p. 44326-44332	4	293.00	2017	-1	
677200	P 63/m m c	Li2 S	Ni2In#Co1.75Ge	Insulator-to-metal transition of lithium–sulfur battery	RSC Advances (2017) 7, (70) p. 44326-44332	2	293.00	2017	-1	
677216	P a -3	Fe S2	Pyrite#FeS2(cP12)	Influence of external electric field on the electronic structure and optical properties of pyrite	RSC Advances (2017) 7, (89) p. 56676-56681	4	293.00	2017	-1	
677266	F d -3 m Z	Y Co2	Laves(cub)#MgCu2	Normal and inverse magnetocaloric effects in structurally disordered Laves phase Y$_{1-x}$Gd$_x$Co$_2$ (0$\le$x $\le$ 1) compounds	Journal of Alloys and Compounds (2017) 702,  p. 258-265	8	293.00	2017	-1	
677267	F d -3 m Z	Gd Co2	Laves(cub)#MgCu2	Normal and inverse magnetocaloric effects in structurally disordered Laves phase Y$_{1-x}$Gd$_x$Co$_2$ (0$\le$x $\le$ 1) compounds	Journal of Alloys and Compounds (2017) 702,  p. 258-265	8	293.00	2017	-1	
677268	P n n m	Fe N2		Prediction and characterization of the marcasite phase of iron pernitride under high pressure	Journal of Alloys and Compounds (2017) 702,  p. 132-137	2	293.00	2017	-1	
677285	C 1 2/m 1	Fe S2		High-pressure induced phase transition of FeS$_2$: Electronic, mechanical and thermoelectric properties	Journal of Alloys and Compounds (2017) 710,  p. 267-273	4	293.00	2017	-1	
677406	R -3 m H	Ru2 C		Carbon-rich superhard ruthenium carbides from first-principles	Materials & Design (2017) 117,  p. 353-362	6	293.00	2017	-1	
677409	P -3 m 1	Ru C2		Carbon-rich superhard ruthenium carbides from first-principles	Materials & Design (2017) 117,  p. 353-362	2	293.00	2017	-1	
677411	P 63/m m c	Ru2 C	NbS2(hP6)	Carbon-rich superhard ruthenium carbides from first-principles	Materials & Design (2017) 117,  p. 353-362	2	293.00	2017	-1	
677412	R 3 m H	Ru2 C	MoS2(3R)	Carbon-rich superhard ruthenium carbides from first-principles	Materials & Design (2017) 117,  p. 353-362	3	293.00	2017	-1	
677413	P n m a	Ru2 C		Carbon-rich superhard ruthenium carbides from first-principles	Materials & Design (2017) 117,  p. 353-362	4	293.00	2017	-1	
677414	P 63/m m c	Ru2 C	Re2N	Carbon-rich superhard ruthenium carbides from first-principles	Materials & Design (2017) 117,  p. 353-362	2	293.00	2017	-1	
677415	P n n m	Ru2 C		Carbon-rich superhard ruthenium carbides from first-principles	Materials & Design (2017) 117,  p. 353-362	2	293.00	2017	-1	
677416	P b c n	Ru2 C	Fe2N-zeta	Carbon-rich superhard ruthenium carbides from first-principles	Materials & Design (2017) 117,  p. 353-362	4	293.00	2017	-1	
677417	P -3 1 m	Ru2 C		Carbon-rich superhard ruthenium carbides from first-principles	Materials & Design (2017) 117,  p. 353-362	3	293.00	2017	-1	
677422	P -6 m 2	Ru C2	OsC2	Carbon-rich superhard ruthenium carbides from first-principles	Materials & Design (2017) 117,  p. 353-362	1	293.00	2017	-1	
677423	P 63/m m c	Ru C2	PtN2	Carbon-rich superhard ruthenium carbides from first-principles	Materials & Design (2017) 117,  p. 353-362	2	293.00	2017	-1	
677424	P m m n S	Ru C2		Carbon-rich superhard ruthenium carbides from first-principles	Materials & Design (2017) 117,  p. 353-362	2	293.00	2017	-1	
677516	P 6/m m m	Zr B2	AlB2	First principles calculation of interfacial stability, energy and electronic properties of SiC/ZrB$_2$ interface	Journal of Physics and Chemistry of Solids (2017) 107,  p. 162-169	1	293.00	2017	-1	
677521	I 4/m c m	Fe2 B	CuAl2	Structural and low temperature transport properties of Fe$_2$B and FeB systems at high pressure	Journal of Physics and Chemistry of Solids (2017) 109,  p. 18-25	4	293.00	2017	-1	
677554	P 42/m n m	Mg H2	Rutile#TiO2	Effect of pressure on structural, elastic and mechanical properties of transition metal hydrides Mg$_7$TMH$_{16}$ (TM = Sc, Ti, V, Y, Zr and Nb). First-principles investigation	Journal of Physics and Chemistry of Solids (2017) 111,  p. 229-237	2	293.00	2017	-1	
677563	F m -3 m	Na2 O	Fluorite#CaF2	Structure and ionic conductivity of the solid electrolyte interphase layer on tin anodes in Na-ion batteries	Journal of Power Sources (2017) 341,  p. 107-113	4	293.00	2017	-1	
677564	F m -3 m	Li2 O	Fluorite#CaF2	Interfacial instability of amorphous LiPON against lithium: A combined density functional theory and spectroscopic study	Journal of Power Sources (2017) 354,  p. 124-133	4	293.00	2017	-1	
677598	F d -3 m Z	Y Co2	Laves(cub)#MgCu2	Magnetism in yttrium intermetallics: Ab initio study	Journal of Superconductivity and Novel Magnetism (2017) 30, (4) p. 1003-1018	8	293.00	2017	-1	
677599	F d -3 m Z	Y Fe2	Laves(cub)#MgCu2	Magnetism in yttrium intermetallics: Ab initio study	Journal of Superconductivity and Novel Magnetism (2017) 30, (4) p. 1003-1018	8	293.00	2017	-1	
677600	F d -3 m Z	Y Ni2	Laves(cub)#MgCu2	Magnetism in yttrium intermetallics: Ab initio study	Journal of Superconductivity and Novel Magnetism (2017) 30, (4) p. 1003-1018	8	293.00	2017	-1	
677632	F m -3 m	K2 O	Fluorite#CaF2	Doping-induced half-metallic ferromagnetism in vanadium and chromium-doped alkali oxides K$_2$O and Rb$_2$O: Ab initio method	Journal of Superconductivity and Novel Magnetism (2017) 30, (8) p. 2197-2210	4	293.00	2017	-1	
677633	F m -3 m	Rb2 O	Fluorite#CaF2	Doping-induced half-metallic ferromagnetism in vanadium and chromium-doped alkali oxides K$_2$O and Rb$_2$O: Ab initio method	Journal of Superconductivity and Novel Magnetism (2017) 30, (8) p. 2197-2210	4	293.00	2017	-1	
677660	F m -3 m	K2 O	Fluorite#CaF2	Transmutation of ABO$_4$ compounds incorporating technetium-99 and caesium-137	Modelling and Simulation in Materials Science and Engineering (2017) 25, (2) p. 025011-025011	4	293.00	2017	-1	
